subscriber_login,subscriber_id,subscriber_url,file_name
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,DimmestP++full_genome_3UTR_annotation.csv
DimmestP,MDQ6VXNlcjM3MDAyNTA4,https://github.com/DimmestP,DimmestP++full_genome_3UTR_annotation.csv
DingYF618,U_kgDOCwLP7A,https://github.com/DingYF618,DingYF618++genomes-and-annotation-files-of-nine-swallowtail-butterflies.csv
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,disulfidebond++Genomic_annotations.csv
disulfidebond,MDQ6VXNlcjI2OTQyOTM=,https://github.com/disulfidebond,disulfidebond++Genomic_annotations.csv
eemailme,MDQ6VXNlcjMyMzA5OTc5,https://github.com/eemailme,disulfidebond++Genomic_annotations.csv
doblerk,U_kgDOBjbDjw,https://github.com/doblerk,doblerk++genome-assembly-annotation.csv
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,Donglab-Project++Bat-Genome.csv
dougiestuehler,U_kgDOCW2nAg,https://github.com/dougiestuehler,dougiestuehler++Genome_assembly_and_annotation_Eukaryotes.csv
dougiestuehler,U_kgDOCW2nAg,https://github.com/dougiestuehler,dougiestuehler++Genome_assembly_and_annotation_Prokaryotes.csv
doxeylab,MDQ6VXNlcjE4NTc2NTQ2,https://github.com/doxeylab,doxeylab++genomeAnnotationCoverage.csv
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,DSuveges++GenomePlotter.csv
DSuveges,MDQ6VXNlcjcxMjI1MjE=,https://github.com/DSuveges,DSuveges++GenomePlotter.csv
DukeJiang,MDQ6VXNlcjQ2NzI5Mjk0,https://github.com/DukeJiang,DukeJiang++Genome-Annotation.csv
olekto,MDQ6VXNlcjE2MzIyMzU=,https://github.com/olekto,ebp-nor++GenomeAnnotation.csv
olekto,MDQ6VXNlcjE2MzIyMzU=,https://github.com/olekto,ebp-nor++genome_annotation_comparative_genomics_part1.csv
olekto,MDQ6VXNlcjE2MzIyMzU=,https://github.com/olekto,ebp-nor++genome_annotation_comparative_genomics_part2.csv
Ein-nn,MDQ6VXNlcjUyMzE1NTI0,https://github.com/Ein-nn,Ein-nn++Genome-Annotation.csv
EllaCaughran,U_kgDOBi-Gww,https://github.com/EllaCaughran,EllaCaughran++microbial_genome_annotation_tool.csv
elmerfer,MDQ6VXNlcjE4Mjg5OTAw,https://github.com/elmerfer,elmerfer++GenomeDB.csv
emgiles,U_kgDOB9lwmg,https://github.com/emgiles,emgiles++Genomes.csv
emmannaemeka,MDQ6VXNlcjMyMTU5NDYz,https://github.com/emmannaemeka,emmannaemeka++Bacteria_genome_assembly_pipeline.csv
Encinomics-UCO-lab,U_kgDOCFalsw,https://github.com/Encinomics-UCO-lab,Encinomics-UCO-lab++Ilex_genome.csv
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,endrebak++genomicfeatures.csv
endrebak,MDQ6VXNlcjE3Nzc4ODk4,https://github.com/endrebak,endrebak++genomicfeatures.csv
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,eoziolor++pherring_genome.csv
jhcloos,MDQ6VXNlcjg0MTAzOQ==,https://github.com/jhcloos,erinwitkop++Apoptosis-Pathway-Annotation-Comparative-Genomics.csv
erinwitkop,MDQ6VXNlcjI1ODQ3MDY1,https://github.com/erinwitkop,erinwitkop++Apoptosis-Pathway-Annotation-Comparative-Genomics.csv
