repo_owner,repo_name,contributor_login,contributions,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,contributions.1,file_name
AgBioData,Genome-Assembly-and-Annotation-Nomenclature_WG,adamjohnwright,9,adamjohnwright,668955,MDQ6VXNlcjY2ODk1NQ==,https://avatars.githubusercontent.com/u/668955?v=4,,https://api.github.com/users/adamjohnwright,https://github.com/adamjohnwright,https://api.github.com/users/adamjohnwright/followers,https://api.github.com/users/adamjohnwright/following{/other_user},https://api.github.com/users/adamjohnwright/gists{/gist_id},https://api.github.com/users/adamjohnwright/starred{/owner}{/repo},https://api.github.com/users/adamjohnwright/subscriptions,https://api.github.com/users/adamjohnwright/orgs,https://api.github.com/users/adamjohnwright/repos,https://api.github.com/users/adamjohnwright/events{/privacy},https://api.github.com/users/adamjohnwright/received_events,User,public,False,9,AgBioData++Genome-Assembly-and-Annotation-Nomenclature_WG.csv
AgBioData,Genome-Assembly-and-Annotation-Nomenclature_WG,molikd,3,molikd,9337053,MDQ6VXNlcjkzMzcwNTM=,https://avatars.githubusercontent.com/u/9337053?v=4,,https://api.github.com/users/molikd,https://github.com/molikd,https://api.github.com/users/molikd/followers,https://api.github.com/users/molikd/following{/other_user},https://api.github.com/users/molikd/gists{/gist_id},https://api.github.com/users/molikd/starred{/owner}{/repo},https://api.github.com/users/molikd/subscriptions,https://api.github.com/users/molikd/orgs,https://api.github.com/users/molikd/repos,https://api.github.com/users/molikd/events{/privacy},https://api.github.com/users/molikd/received_events,User,public,False,3,AgBioData++Genome-Assembly-and-Annotation-Nomenclature_WG.csv
AgBioData,Genome-Assembly-and-Annotation-Nomenclature_WG,agbiodata-git,1,agbiodata-git,93214450,U_kgDOBY5W8g,https://avatars.githubusercontent.com/u/93214450?v=4,,https://api.github.com/users/agbiodata-git,https://github.com/agbiodata-git,https://api.github.com/users/agbiodata-git/followers,https://api.github.com/users/agbiodata-git/following{/other_user},https://api.github.com/users/agbiodata-git/gists{/gist_id},https://api.github.com/users/agbiodata-git/starred{/owner}{/repo},https://api.github.com/users/agbiodata-git/subscriptions,https://api.github.com/users/agbiodata-git/orgs,https://api.github.com/users/agbiodata-git/repos,https://api.github.com/users/agbiodata-git/events{/privacy},https://api.github.com/users/agbiodata-git/received_events,User,public,False,1,AgBioData++Genome-Assembly-and-Annotation-Nomenclature_WG.csv
ajkshdkjahdka,Annotation-of-M.-reevesii-genome-,ajkshdkjahdka,1,ajkshdkjahdka,33350055,MDQ6VXNlcjMzMzUwMDU1,https://avatars.githubusercontent.com/u/33350055?v=4,,https://api.github.com/users/ajkshdkjahdka,https://github.com/ajkshdkjahdka,https://api.github.com/users/ajkshdkjahdka/followers,https://api.github.com/users/ajkshdkjahdka/following{/other_user},https://api.github.com/users/ajkshdkjahdka/gists{/gist_id},https://api.github.com/users/ajkshdkjahdka/starred{/owner}{/repo},https://api.github.com/users/ajkshdkjahdka/subscriptions,https://api.github.com/users/ajkshdkjahdka/orgs,https://api.github.com/users/ajkshdkjahdka/repos,https://api.github.com/users/ajkshdkjahdka/events{/privacy},https://api.github.com/users/ajkshdkjahdka/received_events,User,public,False,1,ajkshdkjahdka++Annotation-of-M.-reevesii-genome-.csv
akaraw,swan_genome_annotation,akaraw,78,akaraw,43054305,MDQ6VXNlcjQzMDU0MzA1,https://avatars.githubusercontent.com/u/43054305?v=4,,https://api.github.com/users/akaraw,https://github.com/akaraw,https://api.github.com/users/akaraw/followers,https://api.github.com/users/akaraw/following{/other_user},https://api.github.com/users/akaraw/gists{/gist_id},https://api.github.com/users/akaraw/starred{/owner}{/repo},https://api.github.com/users/akaraw/subscriptions,https://api.github.com/users/akaraw/orgs,https://api.github.com/users/akaraw/repos,https://api.github.com/users/akaraw/events{/privacy},https://api.github.com/users/akaraw/received_events,User,public,False,78,akaraw++swan_genome_annotation.csv
aleimba,bac-genomics-scripts,aleimba,112,aleimba,6207266,MDQ6VXNlcjYyMDcyNjY=,https://avatars.githubusercontent.com/u/6207266?v=4,,https://api.github.com/users/aleimba,https://github.com/aleimba,https://api.github.com/users/aleimba/followers,https://api.github.com/users/aleimba/following{/other_user},https://api.github.com/users/aleimba/gists{/gist_id},https://api.github.com/users/aleimba/starred{/owner}{/repo},https://api.github.com/users/aleimba/subscriptions,https://api.github.com/users/aleimba/orgs,https://api.github.com/users/aleimba/repos,https://api.github.com/users/aleimba/events{/privacy},https://api.github.com/users/aleimba/received_events,User,public,False,112,aleimba++bac-genomics-scripts.csv
alelim-bio,Genome-Assembly-Annotation,alelim-bio,3,alelim-bio,25623762,MDQ6VXNlcjI1NjIzNzYy,https://avatars.githubusercontent.com/u/25623762?v=4,,https://api.github.com/users/alelim-bio,https://github.com/alelim-bio,https://api.github.com/users/alelim-bio/followers,https://api.github.com/users/alelim-bio/following{/other_user},https://api.github.com/users/alelim-bio/gists{/gist_id},https://api.github.com/users/alelim-bio/starred{/owner}{/repo},https://api.github.com/users/alelim-bio/subscriptions,https://api.github.com/users/alelim-bio/orgs,https://api.github.com/users/alelim-bio/repos,https://api.github.com/users/alelim-bio/events{/privacy},https://api.github.com/users/alelim-bio/received_events,User,public,False,3,alelim-bio++Genome-Assembly-Annotation.csv
AlexandreAlbani,Genom-annotation,AlexandreAlbani,1,AlexandreAlbani,22690466,MDQ6VXNlcjIyNjkwNDY2,https://avatars.githubusercontent.com/u/22690466?v=4,,https://api.github.com/users/AlexandreAlbani,https://github.com/AlexandreAlbani,https://api.github.com/users/AlexandreAlbani/followers,https://api.github.com/users/AlexandreAlbani/following{/other_user},https://api.github.com/users/AlexandreAlbani/gists{/gist_id},https://api.github.com/users/AlexandreAlbani/starred{/owner}{/repo},https://api.github.com/users/AlexandreAlbani/subscriptions,https://api.github.com/users/AlexandreAlbani/orgs,https://api.github.com/users/AlexandreAlbani/repos,https://api.github.com/users/AlexandreAlbani/events{/privacy},https://api.github.com/users/AlexandreAlbani/received_events,User,public,False,1,AlexandreAlbani++Genom-annotation.csv
alexharkess,asparagus_genome,alexharkess,2,alexharkess,2003447,MDQ6VXNlcjIwMDM0NDc=,https://avatars.githubusercontent.com/u/2003447?v=4,,https://api.github.com/users/alexharkess,https://github.com/alexharkess,https://api.github.com/users/alexharkess/followers,https://api.github.com/users/alexharkess/following{/other_user},https://api.github.com/users/alexharkess/gists{/gist_id},https://api.github.com/users/alexharkess/starred{/owner}{/repo},https://api.github.com/users/alexharkess/subscriptions,https://api.github.com/users/alexharkess/orgs,https://api.github.com/users/alexharkess/repos,https://api.github.com/users/alexharkess/events{/privacy},https://api.github.com/users/alexharkess/received_events,User,public,False,2,alexharkess++asparagus_genome.csv
Alouatt4,genome-annotation,Alouatt4,3,Alouatt4,90911588,MDQ6VXNlcjkwOTExNTg4,https://avatars.githubusercontent.com/u/90911588?v=4,,https://api.github.com/users/Alouatt4,https://github.com/Alouatt4,https://api.github.com/users/Alouatt4/followers,https://api.github.com/users/Alouatt4/following{/other_user},https://api.github.com/users/Alouatt4/gists{/gist_id},https://api.github.com/users/Alouatt4/starred{/owner}{/repo},https://api.github.com/users/Alouatt4/subscriptions,https://api.github.com/users/Alouatt4/orgs,https://api.github.com/users/Alouatt4/repos,https://api.github.com/users/Alouatt4/events{/privacy},https://api.github.com/users/Alouatt4/received_events,User,public,False,3,Alouatt4++genome-annotation.csv
amandamarkee,actias-luna-genome,amandamarkee,81,amandamarkee,56971761,MDQ6VXNlcjU2OTcxNzYx,https://avatars.githubusercontent.com/u/56971761?v=4,,https://api.github.com/users/amandamarkee,https://github.com/amandamarkee,https://api.github.com/users/amandamarkee/followers,https://api.github.com/users/amandamarkee/following{/other_user},https://api.github.com/users/amandamarkee/gists{/gist_id},https://api.github.com/users/amandamarkee/starred{/owner}{/repo},https://api.github.com/users/amandamarkee/subscriptions,https://api.github.com/users/amandamarkee/orgs,https://api.github.com/users/amandamarkee/repos,https://api.github.com/users/amandamarkee/events{/privacy},https://api.github.com/users/amandamarkee/received_events,User,public,False,81,amandamarkee++actias-luna-genome.csv
amandamarkee,neomicropteryx-cornuta-genome,amandamarkee,8,amandamarkee,56971761,MDQ6VXNlcjU2OTcxNzYx,https://avatars.githubusercontent.com/u/56971761?v=4,,https://api.github.com/users/amandamarkee,https://github.com/amandamarkee,https://api.github.com/users/amandamarkee/followers,https://api.github.com/users/amandamarkee/following{/other_user},https://api.github.com/users/amandamarkee/gists{/gist_id},https://api.github.com/users/amandamarkee/starred{/owner}{/repo},https://api.github.com/users/amandamarkee/subscriptions,https://api.github.com/users/amandamarkee/orgs,https://api.github.com/users/amandamarkee/repos,https://api.github.com/users/amandamarkee/events{/privacy},https://api.github.com/users/amandamarkee/received_events,User,public,False,8,amandamarkee++neomicropteryx-cornuta-genome.csv
amasibag,Genomic-Comparison-and-Antimicrobial-Resistance-Genes-Detection,amasibag,6,amasibag,166147072,U_kgDOCec0AA,https://avatars.githubusercontent.com/u/166147072?v=4,,https://api.github.com/users/amasibag,https://github.com/amasibag,https://api.github.com/users/amasibag/followers,https://api.github.com/users/amasibag/following{/other_user},https://api.github.com/users/amasibag/gists{/gist_id},https://api.github.com/users/amasibag/starred{/owner}{/repo},https://api.github.com/users/amasibag/subscriptions,https://api.github.com/users/amasibag/orgs,https://api.github.com/users/amasibag/repos,https://api.github.com/users/amasibag/events{/privacy},https://api.github.com/users/amasibag/received_events,User,public,False,6,amasibag++Genomic-Comparison-and-Antimicrobial-Resistance-Genes-Detection.csv
amcdavid,fasta-genomes-alignments-bioc,amcdavid,6,amcdavid,1486878,MDQ6VXNlcjE0ODY4Nzg=,https://avatars.githubusercontent.com/u/1486878?v=4,,https://api.github.com/users/amcdavid,https://github.com/amcdavid,https://api.github.com/users/amcdavid/followers,https://api.github.com/users/amcdavid/following{/other_user},https://api.github.com/users/amcdavid/gists{/gist_id},https://api.github.com/users/amcdavid/starred{/owner}{/repo},https://api.github.com/users/amcdavid/subscriptions,https://api.github.com/users/amcdavid/orgs,https://api.github.com/users/amcdavid/repos,https://api.github.com/users/amcdavid/events{/privacy},https://api.github.com/users/amcdavid/received_events,User,public,False,6,amcdavid++fasta-genomes-alignments-bioc.csv
ameliabedelia,eukaryote-genome-annotation,marchoeppner,14,marchoeppner,22975,MDQ6VXNlcjIyOTc1,https://avatars.githubusercontent.com/u/22975?v=4,,https://api.github.com/users/marchoeppner,https://github.com/marchoeppner,https://api.github.com/users/marchoeppner/followers,https://api.github.com/users/marchoeppner/following{/other_user},https://api.github.com/users/marchoeppner/gists{/gist_id},https://api.github.com/users/marchoeppner/starred{/owner}{/repo},https://api.github.com/users/marchoeppner/subscriptions,https://api.github.com/users/marchoeppner/orgs,https://api.github.com/users/marchoeppner/repos,https://api.github.com/users/marchoeppner/events{/privacy},https://api.github.com/users/marchoeppner/received_events,User,public,False,14,ameliabedelia++eukaryote-genome-annotation.csv
ameliabedelia,eukaryote-genome-annotation,ameliabedelia,4,ameliabedelia,44848124,MDQ6VXNlcjQ0ODQ4MTI0,https://avatars.githubusercontent.com/u/44848124?v=4,,https://api.github.com/users/ameliabedelia,https://github.com/ameliabedelia,https://api.github.com/users/ameliabedelia/followers,https://api.github.com/users/ameliabedelia/following{/other_user},https://api.github.com/users/ameliabedelia/gists{/gist_id},https://api.github.com/users/ameliabedelia/starred{/owner}{/repo},https://api.github.com/users/ameliabedelia/subscriptions,https://api.github.com/users/ameliabedelia/orgs,https://api.github.com/users/ameliabedelia/repos,https://api.github.com/users/ameliabedelia/events{/privacy},https://api.github.com/users/ameliabedelia/received_events,User,public,False,4,ameliabedelia++eukaryote-genome-annotation.csv
amkatzer,Pbarb_genome_annotation,amkatzer,9,amkatzer,49322978,MDQ6VXNlcjQ5MzIyOTc4,https://avatars.githubusercontent.com/u/49322978?v=4,,https://api.github.com/users/amkatzer,https://github.com/amkatzer,https://api.github.com/users/amkatzer/followers,https://api.github.com/users/amkatzer/following{/other_user},https://api.github.com/users/amkatzer/gists{/gist_id},https://api.github.com/users/amkatzer/starred{/owner}{/repo},https://api.github.com/users/amkatzer/subscriptions,https://api.github.com/users/amkatzer/orgs,https://api.github.com/users/amkatzer/repos,https://api.github.com/users/amkatzer/events{/privacy},https://api.github.com/users/amkatzer/received_events,User,public,False,9,amkatzer++Pbarb_genome_annotation.csv
anaellle,ProjWeb_GenomeAnnot,Elora-V,134,Elora-V,116489631,U_kgDOBvF9nw,https://avatars.githubusercontent.com/u/116489631?v=4,,https://api.github.com/users/Elora-V,https://github.com/Elora-V,https://api.github.com/users/Elora-V/followers,https://api.github.com/users/Elora-V/following{/other_user},https://api.github.com/users/Elora-V/gists{/gist_id},https://api.github.com/users/Elora-V/starred{/owner}{/repo},https://api.github.com/users/Elora-V/subscriptions,https://api.github.com/users/Elora-V/orgs,https://api.github.com/users/Elora-V/repos,https://api.github.com/users/Elora-V/events{/privacy},https://api.github.com/users/Elora-V/received_events,User,public,False,134,anaellle++ProjWeb_GenomeAnnot.csv
anaellle,ProjWeb_GenomeAnnot,emlinebruyere,75,emlinebruyere,113680087,U_kgDOBsae1w,https://avatars.githubusercontent.com/u/113680087?v=4,,https://api.github.com/users/emlinebruyere,https://github.com/emlinebruyere,https://api.github.com/users/emlinebruyere/followers,https://api.github.com/users/emlinebruyere/following{/other_user},https://api.github.com/users/emlinebruyere/gists{/gist_id},https://api.github.com/users/emlinebruyere/starred{/owner}{/repo},https://api.github.com/users/emlinebruyere/subscriptions,https://api.github.com/users/emlinebruyere/orgs,https://api.github.com/users/emlinebruyere/repos,https://api.github.com/users/emlinebruyere/events{/privacy},https://api.github.com/users/emlinebruyere/received_events,User,public,False,75,anaellle++ProjWeb_GenomeAnnot.csv
anaellle,ProjWeb_GenomeAnnot,anaellle,47,anaellle,77986936,MDQ6VXNlcjc3OTg2OTM2,https://avatars.githubusercontent.com/u/77986936?v=4,,https://api.github.com/users/anaellle,https://github.com/anaellle,https://api.github.com/users/anaellle/followers,https://api.github.com/users/anaellle/following{/other_user},https://api.github.com/users/anaellle/gists{/gist_id},https://api.github.com/users/anaellle/starred{/owner}{/repo},https://api.github.com/users/anaellle/subscriptions,https://api.github.com/users/anaellle/orgs,https://api.github.com/users/anaellle/repos,https://api.github.com/users/anaellle/events{/privacy},https://api.github.com/users/anaellle/received_events,User,public,False,47,anaellle++ProjWeb_GenomeAnnot.csv
anaellle,ProjWeb_GenomeAnnot,AlexisMichalowski,20,AlexisMichalowski,119867182,U_kgDOByUHLg,https://avatars.githubusercontent.com/u/119867182?v=4,,https://api.github.com/users/AlexisMichalowski,https://github.com/AlexisMichalowski,https://api.github.com/users/AlexisMichalowski/followers,https://api.github.com/users/AlexisMichalowski/following{/other_user},https://api.github.com/users/AlexisMichalowski/gists{/gist_id},https://api.github.com/users/AlexisMichalowski/starred{/owner}{/repo},https://api.github.com/users/AlexisMichalowski/subscriptions,https://api.github.com/users/AlexisMichalowski/orgs,https://api.github.com/users/AlexisMichalowski/repos,https://api.github.com/users/AlexisMichalowski/events{/privacy},https://api.github.com/users/AlexisMichalowski/received_events,User,public,False,20,anaellle++ProjWeb_GenomeAnnot.csv
anatolydryga,ExtractGenomeAnnotation,anatolydryga,7,anatolydryga,6232986,MDQ6VXNlcjYyMzI5ODY=,https://avatars.githubusercontent.com/u/6232986?v=4,,https://api.github.com/users/anatolydryga,https://github.com/anatolydryga,https://api.github.com/users/anatolydryga/followers,https://api.github.com/users/anatolydryga/following{/other_user},https://api.github.com/users/anatolydryga/gists{/gist_id},https://api.github.com/users/anatolydryga/starred{/owner}{/repo},https://api.github.com/users/anatolydryga/subscriptions,https://api.github.com/users/anatolydryga/orgs,https://api.github.com/users/anatolydryga/repos,https://api.github.com/users/anatolydryga/events{/privacy},https://api.github.com/users/anatolydryga/received_events,User,public,False,7,anatolydryga++ExtractGenomeAnnotation.csv
andrewGhazi,genomicAnnotationsLab,andrewGhazi,40,andrewGhazi,6763470,MDQ6VXNlcjY3NjM0NzA=,https://avatars.githubusercontent.com/u/6763470?v=4,,https://api.github.com/users/andrewGhazi,https://github.com/andrewGhazi,https://api.github.com/users/andrewGhazi/followers,https://api.github.com/users/andrewGhazi/following{/other_user},https://api.github.com/users/andrewGhazi/gists{/gist_id},https://api.github.com/users/andrewGhazi/starred{/owner}{/repo},https://api.github.com/users/andrewGhazi/subscriptions,https://api.github.com/users/andrewGhazi/orgs,https://api.github.com/users/andrewGhazi/repos,https://api.github.com/users/andrewGhazi/events{/privacy},https://api.github.com/users/andrewGhazi/received_events,User,public,False,40,andrewGhazi++genomicAnnotationsLab.csv
annacormio,genomeAnnotation_Genomics_2023,annacormio,44,annacormio,122224492,U_kgDOB0j_bA,https://avatars.githubusercontent.com/u/122224492?v=4,,https://api.github.com/users/annacormio,https://github.com/annacormio,https://api.github.com/users/annacormio/followers,https://api.github.com/users/annacormio/following{/other_user},https://api.github.com/users/annacormio/gists{/gist_id},https://api.github.com/users/annacormio/starred{/owner}{/repo},https://api.github.com/users/annacormio/subscriptions,https://api.github.com/users/annacormio/orgs,https://api.github.com/users/annacormio/repos,https://api.github.com/users/annacormio/events{/privacy},https://api.github.com/users/annacormio/received_events,User,public,False,44,annacormio++genomeAnnotation_Genomics_2023.csv
annacormio,genomeAnnotation_Genomics_2023,alicechiozza,26,alicechiozza,122796621,U_kgDOB1G6TQ,https://avatars.githubusercontent.com/u/122796621?v=4,,https://api.github.com/users/alicechiozza,https://github.com/alicechiozza,https://api.github.com/users/alicechiozza/followers,https://api.github.com/users/alicechiozza/following{/other_user},https://api.github.com/users/alicechiozza/gists{/gist_id},https://api.github.com/users/alicechiozza/starred{/owner}{/repo},https://api.github.com/users/alicechiozza/subscriptions,https://api.github.com/users/alicechiozza/orgs,https://api.github.com/users/alicechiozza/repos,https://api.github.com/users/alicechiozza/events{/privacy},https://api.github.com/users/alicechiozza/received_events,User,public,False,26,annacormio++genomeAnnotation_Genomics_2023.csv
annacormio,genomeAnnotation_Genomics_2023,marzeeea,15,marzeeea,119518906,U_kgDOBx-2ug,https://avatars.githubusercontent.com/u/119518906?v=4,,https://api.github.com/users/marzeeea,https://github.com/marzeeea,https://api.github.com/users/marzeeea/followers,https://api.github.com/users/marzeeea/following{/other_user},https://api.github.com/users/marzeeea/gists{/gist_id},https://api.github.com/users/marzeeea/starred{/owner}{/repo},https://api.github.com/users/marzeeea/subscriptions,https://api.github.com/users/marzeeea/orgs,https://api.github.com/users/marzeeea/repos,https://api.github.com/users/marzeeea/events{/privacy},https://api.github.com/users/marzeeea/received_events,User,public,False,15,annacormio++genomeAnnotation_Genomics_2023.csv
antonkraege,Celongata_Genome,antonkraege,38,antonkraege,59091892,MDQ6VXNlcjU5MDkxODky,https://avatars.githubusercontent.com/u/59091892?v=4,,https://api.github.com/users/antonkraege,https://github.com/antonkraege,https://api.github.com/users/antonkraege/followers,https://api.github.com/users/antonkraege/following{/other_user},https://api.github.com/users/antonkraege/gists{/gist_id},https://api.github.com/users/antonkraege/starred{/owner}{/repo},https://api.github.com/users/antonkraege/subscriptions,https://api.github.com/users/antonkraege/orgs,https://api.github.com/users/antonkraege/repos,https://api.github.com/users/antonkraege/events{/privacy},https://api.github.com/users/antonkraege/received_events,User,public,False,38,antonkraege++Celongata_Genome.csv
aosmanski,Genome_Cookbook,aosmanski,181,aosmanski,15780939,MDQ6VXNlcjE1NzgwOTM5,https://avatars.githubusercontent.com/u/15780939?v=4,,https://api.github.com/users/aosmanski,https://github.com/aosmanski,https://api.github.com/users/aosmanski/followers,https://api.github.com/users/aosmanski/following{/other_user},https://api.github.com/users/aosmanski/gists{/gist_id},https://api.github.com/users/aosmanski/starred{/owner}{/repo},https://api.github.com/users/aosmanski/subscriptions,https://api.github.com/users/aosmanski/orgs,https://api.github.com/users/aosmanski/repos,https://api.github.com/users/aosmanski/events{/privacy},https://api.github.com/users/aosmanski/received_events,User,public,False,181,aosmanski++Genome_Cookbook.csv
