pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NjQ4MTg0MDQy,Bump puma from 3.12.4 to 4.3.8,CLOSED,2021-05-19T23:18:44Z,2021-10-12T21:05:36Z,2021-10-12T21:05:35Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/21
MDExOlB1bGxSZXF1ZXN0NjQ5MTI3MDU1,Bump nokogiri from 1.10.9 to 1.11.5,CLOSED,2021-05-20T16:32:58Z,2021-09-28T02:09:49Z,2021-09-28T02:09:48Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/22
MDExOlB1bGxSZXF1ZXN0NjUzNDQ0Njcz,Bump browserslist from 4.12.0 to 4.16.6,OPEN,2021-05-26T08:54:46Z,2021-05-26T08:54:47Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/23
MDExOlB1bGxSZXF1ZXN0NjU2NzgyMTY4,Bump dns-packet from 1.3.1 to 1.3.4,OPEN,2021-05-28T16:45:11Z,2021-05-28T16:45:12Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/24
MDExOlB1bGxSZXF1ZXN0NjYyNzMxNTQ5,Bump ws from 6.2.1 to 6.2.2,OPEN,2021-06-06T03:15:10Z,2021-06-06T03:15:11Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/25
MDExOlB1bGxSZXF1ZXN0Njc5MzQ2Mjcz,Bump prismjs from 1.20.0 to 1.24.0,CLOSED,2021-06-28T19:54:28Z,2021-09-20T21:54:03Z,2021-09-20T21:54:02Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/26
MDExOlB1bGxSZXF1ZXN0Njg4NzQwNTU4,Bump addressable from 2.7.0 to 2.8.0,CLOSED,2021-07-13T09:41:23Z,2022-10-06T11:38:30Z,2022-10-06T11:38:29Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/27
MDExOlB1bGxSZXF1ZXN0NzEwNTE5NTA2,Bump path-parse from 1.0.6 to 1.0.7,OPEN,2021-08-12T09:03:53Z,2021-08-12T09:03:54Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/28
PR_kwDOD3q_pM4r_O9f,Bump prismjs from 1.20.0 to 1.25.0,CLOSED,2021-09-20T21:53:59Z,2022-02-26T01:56:01Z,2022-02-26T01:55:59Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/29
PR_kwDOD3q_pM4sW4CH,Bump nokogiri from 1.10.9 to 1.12.5,CLOSED,2021-09-28T02:09:46Z,2022-02-26T07:31:51Z,2022-02-26T07:31:50Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/30
PR_kwDOD3q_pM4s0ljv,Bump url-parse from 1.4.7 to 1.5.3,CLOSED,2021-10-06T16:18:24Z,2022-02-19T01:26:24Z,2022-02-19T01:26:23Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/31
PR_kwDOD3q_pM4tGkG_,Bump puma from 3.12.4 to 4.3.9,CLOSED,2021-10-12T21:05:32Z,2022-02-12T01:03:29Z,2022-02-12T01:03:28Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/32
PR_kwDOD3q_pM4tsRpK,Bump jquery-ui from 1.12.1 to 1.13.0,CLOSED,2021-10-26T15:16:42Z,2022-07-18T17:17:00Z,2022-07-18T17:16:59Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/33
PR_kwDOD3q_pM4xBBOQ,Bump follow-redirects from 1.11.0 to 1.14.7,CLOSED,2022-01-14T08:54:07Z,2022-02-13T12:05:12Z,2022-02-13T12:05:11Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/34
PR_kwDOD3q_pM4xcEpd,Bump node-fetch from 2.6.0 to 2.6.7,OPEN,2022-01-22T11:51:30Z,2022-01-22T11:51:31Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/35
PR_kwDOD3q_pM4ykW7M,Bump puma from 3.12.4 to 4.3.11,CLOSED,2022-02-12T01:03:25Z,2022-03-31T01:11:50Z,2022-03-31T01:11:49Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/36
PR_kwDOD3q_pM4ysH0x,Bump ajv from 6.12.2 to 6.12.6,OPEN,2022-02-13T09:37:19Z,2022-02-13T09:37:20Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/37
PR_kwDOD3q_pM4ys0pb,Bump follow-redirects from 1.11.0 to 1.14.8,OPEN,2022-02-13T12:05:08Z,2022-02-13T12:05:09Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/38
PR_kwDOD3q_pM4zJBTX,Bump url-parse from 1.4.7 to 1.5.7,CLOSED,2022-02-19T01:26:21Z,2022-02-27T03:53:31Z,2022-02-27T03:53:30Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/39
PR_kwDOD3q_pM4zfr19,Bump prismjs from 1.20.0 to 1.27.0,OPEN,2022-02-26T01:55:56Z,2022-02-26T01:55:57Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/40
PR_kwDOD3q_pM4zg-GS,Bump nokogiri from 1.10.9 to 1.13.3,CLOSED,2022-02-26T07:31:47Z,2022-04-12T05:11:07Z,2022-04-12T05:11:06Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/41
PR_kwDOD3q_pM4zl93S,Bump url-parse from 1.4.7 to 1.5.10,OPEN,2022-02-27T03:53:28Z,2022-02-27T03:53:29Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/42
PR_kwDOD3q_pM40fUkr,Bump lodash-es from 4.17.15 to 4.17.21,OPEN,2022-03-15T20:15:52Z,2022-03-15T20:15:53Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/43
PR_kwDOD3q_pM41Em42,Bump minimist from 1.2.5 to 1.2.6,OPEN,2022-03-26T15:00:41Z,2022-03-26T15:00:43Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/44
PR_kwDOD3q_pM41W7BJ,Bump puma from 3.12.4 to 4.3.12,OPEN,2022-03-31T01:11:45Z,2022-03-31T01:11:47Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/45
PR_kwDOD3q_pM42D23e,Bump nokogiri from 1.10.9 to 1.13.4,CLOSED,2022-04-12T05:11:02Z,2022-05-19T00:48:13Z,2022-05-19T00:48:12Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/46
PR_kwDOD3q_pM43COVl,Bump async from 2.6.3 to 2.6.4,OPEN,2022-04-29T09:23:52Z,2022-04-29T09:23:53Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/47
PR_kwDOD3q_pM44EpuS,Bump nokogiri from 1.10.9 to 1.13.6,CLOSED,2022-05-19T00:48:09Z,2022-10-20T08:28:09Z,2022-10-20T08:28:07Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/48
PR_kwDOD3q_pM444AXO,Bump eventsource from 1.0.7 to 1.1.1,OPEN,2022-06-01T15:42:48Z,2022-06-01T15:42:49Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/49
PR_kwDOD3q_pM466km7,Bump rails-html-sanitizer from 1.3.0 to 1.4.3,CLOSED,2022-07-06T08:15:04Z,2022-12-14T10:57:14Z,2022-12-14T10:57:12Z,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/50
PR_kwDOD3q_pM47lbsQ,Bump jquery-ui from 1.12.1 to 1.13.2,OPEN,2022-07-18T17:16:55Z,2022-07-18T17:16:57Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/51
PR_kwDOD3q_pM47zMho,Bump terser from 4.6.12 to 4.8.1,OPEN,2022-07-21T01:16:34Z,2022-07-21T01:16:35Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/52
PR_kwDOD3q_pM476rmh,Bump tzinfo from 1.2.7 to 1.2.10,OPEN,2022-07-22T06:24:24Z,2022-07-22T06:24:25Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/53
PR_kwDOD3q_pM5ATVkE,Bump addressable from 2.7.0 to 2.8.1,OPEN,2022-10-06T11:38:26Z,2022-10-06T11:38:27Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/54
PR_kwDOD3q_pM5BLDAv,Bump nokogiri from 1.10.9 to 1.13.9,OPEN,2022-10-20T08:28:03Z,2022-10-20T08:28:05Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/55
PR_kwDOD3q_pM5EaBXA,Bump decode-uri-component from 0.2.0 to 0.2.2,OPEN,2022-12-05T23:43:32Z,2022-12-05T23:43:33Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/56
PR_kwDOD3q_pM5FDZA0,Bump qs from 6.5.2 to 6.5.3,OPEN,2022-12-11T03:55:01Z,2022-12-11T03:55:02Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/57
PR_kwDOD3q_pM5FNLqW,Bump express from 4.17.1 to 4.18.2,OPEN,2022-12-12T15:24:30Z,2022-12-12T15:24:31Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/58
PR_kwDOD3q_pM5FaCMF,Bump loofah from 2.5.0 to 2.19.1,OPEN,2022-12-14T06:40:07Z,2022-12-14T06:40:08Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/59
PR_kwDOD3q_pM5Fbysf,Bump rails-html-sanitizer from 1.3.0 to 1.4.4,OPEN,2022-12-14T10:57:08Z,2022-12-14T10:57:10Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/60
PR_kwDOD3q_pM5GjLFX,Bump httparty from 0.18.0 to 0.21.0,OPEN,2023-01-03T15:32:10Z,2023-01-03T15:32:11Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/61
PR_kwDOD3q_pM5GyLxB,Bump json5 from 1.0.1 to 1.0.2,OPEN,2023-01-06T04:37:45Z,2023-01-06T04:37:46Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/62
PR_kwDOD3q_pM5HqGEK,Bump rack from 2.2.2 to 2.2.6.2,OPEN,2023-01-18T19:43:25Z,2023-01-18T19:43:27Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/63
PR_kwDOD3q_pM5IJ8yU,Bump globalid from 0.4.2 to 1.0.1,OPEN,2023-01-19T18:39:06Z,2023-01-19T18:39:07Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/64
PR_kwDOD3q_pM5IYl2-,Bump cookiejar from 2.1.2 to 2.1.4,OPEN,2023-01-24T02:21:34Z,2023-01-24T02:21:36Z,,,dependabot,https://github.com/GLBRC/CRISpy-pop/pull/65
