pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0NTY5NzgzODQ4,Bump httplib2 from 0.12.3 to 0.19.0,OPEN,2021-02-08T20:40:44Z,2021-02-08T20:40:45Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/11
MDExOlB1bGxSZXF1ZXN0NTk2NDA5Njk1,Bump pillow from 5.2.0 to 8.1.1,CLOSED,2021-03-19T10:27:20Z,2021-06-08T20:51:25Z,2021-06-08T20:51:24Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/12
MDExOlB1bGxSZXF1ZXN0NTk3MTA4Mjkw,Bump jinja2 from 2.10 to 2.11.3,OPEN,2021-03-20T02:37:28Z,2021-03-20T02:37:28Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/13
MDExOlB1bGxSZXF1ZXN0NTk5OTkzNDk0,Bump rsa from 4.0 to 4.1,CLOSED,2021-03-24T19:13:51Z,2021-04-30T21:02:39Z,2021-04-30T21:02:38Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/14
MDExOlB1bGxSZXF1ZXN0NjAxMTU2OTQx,Bump pyyaml from 3.13 to 5.4,OPEN,2021-03-25T23:20:19Z,2021-03-25T23:20:20Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/15
MDExOlB1bGxSZXF1ZXN0NjE5NjA1NDg1,Bump py from 1.8.0 to 1.10.0,OPEN,2021-04-20T19:13:40Z,2021-04-20T19:13:41Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/16
MDExOlB1bGxSZXF1ZXN0NjI4MTQ3OTc4,Bump rsa from 4.0 to 4.7,OPEN,2021-04-30T21:02:36Z,2021-04-30T21:02:37Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/17
MDExOlB1bGxSZXF1ZXN0NjQ0MjM1NTY0,Bump pydantic from 0.23 to 1.6.2,OPEN,2021-05-13T20:38:03Z,2021-05-13T20:38:04Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/18
MDExOlB1bGxSZXF1ZXN0NjUwMDk5ODM2,Bump tensorflow from 1.9.0 to 2.5.0,CLOSED,2021-05-21T16:07:50Z,2021-08-25T15:56:57Z,2021-08-25T15:56:55Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/19
MDExOlB1bGxSZXF1ZXN0NjU5NTUzOTkw,Bump urllib3 from 1.24.2 to 1.26.5,OPEN,2021-06-02T00:58:04Z,2021-06-02T00:58:05Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/20
MDExOlB1bGxSZXF1ZXN0NjY1Mjk5NTA2,Bump pillow from 5.2.0 to 8.2.0,CLOSED,2021-06-08T20:51:21Z,2021-09-08T01:37:16Z,2021-09-08T01:37:14Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/21
MDExOlB1bGxSZXF1ZXN0NzE5Nzg2NjUz,Bump tensorflow from 1.9.0 to 2.5.1,CLOSED,2021-08-25T15:56:53Z,2022-02-10T00:32:42Z,2022-02-10T00:32:41Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/22
MDExOlB1bGxSZXF1ZXN0NzI5MTI5NDcw,Bump pillow from 5.2.0 to 8.3.2,CLOSED,2021-09-08T01:37:12Z,2022-01-13T02:07:51Z,2022-01-13T02:07:50Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/23
PR_kwDODghtK84tHOEL,Bump opencv-python from 4.1.2.30 to 4.2.0.32,OPEN,2021-10-12T23:08:46Z,2021-10-12T23:08:46Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/24
PR_kwDODghtK84twi8u,Bump dask from 0.20.2 to 2021.10.0,OPEN,2021-10-27T18:57:46Z,2021-10-27T18:57:47Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/25
PR_kwDODghtK84w5QJt,Bump pillow from 5.2.0 to 9.0.0,CLOSED,2022-01-13T02:07:48Z,2022-03-12T00:12:32Z,2022-03-12T00:12:31Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/26
PR_kwDODghtK84yVpYv,Bump tensorflow from 1.9.0 to 2.5.3,CLOSED,2022-02-10T00:32:39Z,2022-05-24T17:09:05Z,2022-05-24T17:09:03Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/27
PR_kwDODghtK84ydwuC,Bump protobuf from 3.6.0 to 3.15.0,CLOSED,2022-02-11T03:05:19Z,2022-09-23T22:35:15Z,2022-09-23T22:35:14Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/28
PR_kwDODghtK840VLoj,Bump pillow from 5.2.0 to 9.0.1,CLOSED,2022-03-12T00:12:28Z,2022-11-22T02:59:22Z,2022-11-22T02:59:21Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/29
PR_kwDODghtK844YWx8,Bump tensorflow from 1.9.0 to 2.6.4,CLOSED,2022-05-24T17:09:00Z,2022-05-26T20:39:26Z,2022-05-26T20:39:25Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/30
PR_kwDODghtK844i79-,Bump tensorflow from 1.9.0 to 2.7.2,CLOSED,2022-05-26T20:39:20Z,2022-11-21T22:30:57Z,2022-11-21T22:30:56Z,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/31
PR_kwDODghtK846EzWB,Bump numpy from 1.16.2 to 1.22.0,OPEN,2022-06-22T00:56:39Z,2022-06-22T00:56:41Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/32
PR_kwDODghtK84_hy0b,Bump protobuf from 3.6.0 to 3.18.3,OPEN,2022-09-23T22:35:12Z,2022-09-23T22:35:13Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/33
PR_kwDODghtK85DZUH8,Bump tensorflow from 1.9.0 to 2.9.3,OPEN,2022-11-21T22:30:53Z,2022-11-21T22:30:54Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/34
PR_kwDODghtK85DaOPb,Bump pillow from 5.2.0 to 9.3.0,OPEN,2022-11-22T02:59:19Z,2022-11-22T02:59:20Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/35
PR_kwDODghtK85EvlYd,Bump certifi from 2019.6.16 to 2022.12.7,OPEN,2022-12-08T06:18:40Z,2022-12-08T06:18:41Z,,,dependabot,https://github.com/daniel235/RNAmodificationClassifier/pull/36
