pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0OTU4MTg1NjY=,"Wuchty_unlimited for MEA substructures, and fixing MEA and McCaskill.",MERGED,2016-11-30T02:51:43Z,2018-09-20T14:28:34Z,2016-12-02T13:07:36Z,2016-12-02T13:07:36Z,mostafa-mahmoud,https://github.com/BackofenLab/RNA-Playground/pull/29
MDExOlB1bGxSZXF1ZXN0OTYyODcyODM=,Made an abstract implementation for the getSubstructures in MEA,MERGED,2016-12-02T14:19:08Z,2018-09-20T14:28:34Z,2016-12-02T14:19:13Z,2016-12-02T14:19:13Z,mostafa-mahmoud,https://github.com/BackofenLab/RNA-Playground/pull/31
MDExOlB1bGxSZXF1ZXN0OTY0ODU2MzI=,Fixing 4d representation in Cofold,MERGED,2016-12-05T08:18:40Z,2018-09-20T14:28:34Z,2016-12-05T08:18:54Z,2016-12-05T08:18:54Z,mostafa-mahmoud,https://github.com/BackofenLab/RNA-Playground/pull/32
MDExOlB1bGxSZXF1ZXN0OTcxMzkzNzk=,Fixing MEA,MERGED,2016-12-08T15:11:51Z,2018-09-20T14:28:34Z,2016-12-08T15:11:54Z,2016-12-08T15:11:54Z,mostafa-mahmoud,https://github.com/BackofenLab/RNA-Playground/pull/34
MDExOlB1bGxSZXF1ZXN0OTcxNDEwMzQ=,Fixed showRecursion onload,MERGED,2016-12-08T15:20:31Z,2018-09-20T14:28:34Z,2016-12-08T15:20:34Z,2016-12-08T15:20:34Z,mostafa-mahmoud,https://github.com/BackofenLab/RNA-Playground/pull/35
MDExOlB1bGxSZXF1ZXN0OTcxNDMzODg=,Fixed the uppercase viewing in RNAUP,MERGED,2016-12-08T15:32:25Z,2018-09-20T14:28:34Z,2016-12-08T15:32:29Z,2016-12-08T15:32:29Z,mostafa-mahmoud,https://github.com/BackofenLab/RNA-Playground/pull/36
MDExOlB1bGxSZXF1ZXN0MTA0MDkwMjAz,moving back to master for repo transfer,MERGED,2017-02-01T08:04:45Z,2017-02-02T04:13:28Z,2017-02-02T04:13:28Z,2017-02-02T04:13:28Z,martin-raden,https://github.com/BackofenLab/RNA-Playground/pull/37
MDExOlB1bGxSZXF1ZXN0MTUwODAwMzU5,update to BackofenLab fork,MERGED,2017-11-06T09:08:08Z,2018-09-20T14:28:34Z,2017-11-06T09:08:28Z,2017-11-06T09:08:28Z,martin-raden,https://github.com/BackofenLab/RNA-Playground/pull/38
MDExOlB1bGxSZXF1ZXN0MTU1ODQ5NzMw,update,MERGED,2017-12-01T12:21:59Z,2018-09-20T14:28:34Z,2017-12-01T12:22:17Z,2017-12-01T12:22:17Z,martin-raden,https://github.com/BackofenLab/RNA-Playground/pull/39
MDExOlB1bGxSZXF1ZXN0MjE2OTgwMjgw,update root repository,MERGED,2018-09-20T13:52:09Z,2018-09-20T14:28:34Z,2018-09-20T13:52:39Z,2018-09-20T13:52:39Z,martin-raden,https://github.com/BackofenLab/RNA-Playground/pull/40
MDExOlB1bGxSZXF1ZXN0MjM0MjYyMzAy,enabling Nussinov variant 3,MERGED,2018-11-28T12:41:36Z,2018-11-29T09:03:47Z,2018-11-29T09:03:47Z,2018-11-29T09:03:47Z,martin-raden,https://github.com/BackofenLab/RNA-Playground/pull/41
PR_kwDOA7SEeM5oFmWi,Fix link remove extra spaces,MERGED,2024-02-27T18:45:59Z,2024-02-28T08:49:09Z,2024-02-28T08:49:05Z,2024-02-28T08:49:05Z,jordansafer,https://github.com/BackofenLab/RNA-Playground/pull/43
