Organization,Repository,Is_Fork,Parent_Repo,Parent_Archived,Stars,Forks,Forks_History,Open_Issues,Closed_Issues,Avg_Response_Time (sec),Has_README,Has_Wiki,Commit_Count,Release_Count,Contributors_Count,Contributors
datavisyn,tdp_core,False,,,7,2,"[{'user': 'VinamilkCorp', 'forked_at': '2023-02-17T02:39:44Z'}, {'user': 'ashish201400', 'forked_at': '2021-12-19T19:23:14Z'}]",64,30,,True,False,4018,30,24,"[{'user': 'sgratzl', 'contributions': 1234, 'location': 'Austria'}, {'user': 'thinkh', 'contributions': 567, 'location': 'Linz, Austria'}, {'user': 'dvvanessastoiber', 'contributions': 383, 'location': None}, {'user': 'puehringer', 'contributions': 340, 'location': None}, {'user': 'oltionchampari', 'contributions': 194, 'location': None}, {'user': 'dvzacharycutler', 'contributions': 175, 'location': None}, {'user': 'steiner-anita', 'contributions': 46, 'location': None}, {'user': 'mstreit', 'contributions': 38, 'location': 'Linz'}, {'user': 'dvdanielamoitzi', 'contributions': 30, 'location': None}, {'user': 'dg-datavisyn', 'contributions': 27, 'location': 'Linz, Austria'}, {'user': 'keckelt', 'contributions': 22, 'location': 'Linz, Austria'}, {'user': 'dvdanielrehberger', 'contributions': 16, 'location': None}, {'user': 'dvchristianbors', 'contributions': 11, 'location': None}, {'user': 'dvtschachinger', 'contributions': 9, 'location': None}, {'user': 'rumersdorfer', 'contributions': 8, 'location': None}, {'user': 'dv-usama-ansari', 'contributions': 7, 'location': None}, {'user': 'dvflorianengertsberger', 'contributions': 4, 'location': None}, {'user': 'dvmoritzschoefl', 'contributions': 4, 'location': None}, {'user': 'bikramkawan', 'contributions': 3, 'location': 'Australia'}, {'user': 'dvmarkusvogl', 'contributions': 2, 'location': None}, {'user': 'dvviktordelev', 'contributions': 2, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 2, 'location': None}, {'user': 'carsten-jahn', 'contributions': 1, 'location': 'Berlin'}, {'user': 'PatrickAdelberger', 'contributions': 1, 'location': None}]"
datavisyn,igv_wrapper,False,,,2,3,"[{'user': 'AlanRace', 'forked_at': '2021-01-26T14:30:21Z'}, {'user': 'paul-shannon', 'forked_at': '2017-10-15T00:29:45Z'}, {'user': 'jrobinso', 'forked_at': '2017-09-14T03:49:37Z'}]",1,23,19163.0,True,True,59,6,5,"[{'user': 'dvvanessastoiber', 'contributions': 13, 'location': None}, {'user': 'sgratzl', 'contributions': 9, 'location': 'Austria'}, {'user': 'rumersdorfer', 'contributions': 6, 'location': None}, {'user': 'jrobinso', 'contributions': 1, 'location': None}, {'user': 'steiner-anita', 'contributions': 1, 'location': None}]"
datavisyn,d3v4,False,,,0,1,"[{'user': 'ChloeWhen117', 'forked_at': '2021-01-15T09:23:13Z'}]",1,1,,True,False,6,1,1,"[{'user': 'sgratzl', 'contributions': 5, 'location': 'Austria'}]"
datavisyn,typescript_d3_demo,False,,,0,0,[],0,0,,False,True,11,0,1,"[{'user': 'sgratzl', 'contributions': 1, 'location': 'Austria'}]"
datavisyn,datavisyn_landing_page,True,phovea/phovea_landing_page,False,0,0,[],0,1,,True,False,49,0,3,"[{'user': 'sgratzl', 'contributions': 31, 'location': 'Austria'}, {'user': 'dvdanielamoitzi', 'contributions': 2, 'location': None}, {'user': 'steiner-anita', 'contributions': 2, 'location': None}]"
phovea,phovea_landing_page,False,,,0,2,"[{'user': 'jku-vds-lab', 'forked_at': '2022-09-21T10:37:15Z'}, {'user': 'datavisyn', 'forked_at': '2017-10-06T12:37:26Z'}]",3,9,36186276.428571425,True,False,32,1,3,"[{'user': 'sgratzl', 'contributions': 7, 'location': 'Austria'}, {'user': 'keckelt', 'contributions': 7, 'location': 'Linz, Austria'}, {'user': 'steiner-anita', 'contributions': 1, 'location': None}]"
datavisyn,chartjs-chart-box-and-violin-plot,False,,,107,33,"[{'user': 'shawnmilner', 'forked_at': '2022-12-08T01:43:35Z'}, {'user': 'QualitasZug', 'forked_at': '2021-12-07T12:38:22Z'}, {'user': 'SunakshiChagti', 'forked_at': '2021-06-30T12:48:01Z'}, {'user': 'BenDavisson', 'forked_at': '2021-06-22T17:49:19Z'}, {'user': 'jimousse', 'forked_at': '2021-06-13T09:47:17Z'}, {'user': 'brabant', 'forked_at': '2021-02-18T14:00:54Z'}, {'user': 'tscans', 'forked_at': '2020-12-08T20:34:03Z'}, {'user': 'AkhilNf', 'forked_at': '2020-10-28T09:37:51Z'}, {'user': 'Ferangel', 'forked_at': '2020-09-25T07:41:58Z'}, {'user': 'wiadev', 'forked_at': '2020-08-13T08:01:18Z'}, {'user': 'ffaubert', 'forked_at': '2020-07-27T14:30:59Z'}, {'user': 'freezzone', 'forked_at': '2020-07-08T12:41:36Z'}, {'user': 'KyleGW', 'forked_at': '2020-06-05T01:57:50Z'}, {'user': 'nkas', 'forked_at': '2020-05-13T18:04:27Z'}, {'user': 'ChadJPetersen', 'forked_at': '2020-05-11T20:28:07Z'}, {'user': 'outout', 'forked_at': '2020-04-12T20:47:36Z'}, {'user': 'vsanse', 'forked_at': '2020-02-01T09:44:23Z'}, {'user': 'KoenEsselink', 'forked_at': '2020-01-14T12:21:17Z'}, {'user': 'Rovel', 'forked_at': '2019-12-08T15:14:42Z'}, {'user': 'mahugnon', 'forked_at': '2019-12-03T14:30:13Z'}, {'user': 'flitrue', 'forked_at': '2019-08-02T13:28:49Z'}, {'user': 'nickrussler', 'forked_at': '2019-05-20T16:01:42Z'}, {'user': 'Wol', 'forked_at': '2019-02-16T14:22:13Z'}, {'user': 'AlexanderArvidsson', 'forked_at': '2018-10-18T08:04:33Z'}, {'user': 'firulais', 'forked_at': '2018-09-28T06:57:51Z'}, {'user': 'SisgeMed', 'forked_at': '2018-09-07T15:18:49Z'}, {'user': 'DerOrangeBaron', 'forked_at': '2018-07-30T19:51:37Z'}, {'user': 'mjavaid', 'forked_at': '2018-05-25T17:52:46Z'}, {'user': 'Wandkleister', 'forked_at': '2018-02-02T09:45:12Z'}]",0,30,3867924.5555555555,True,False,231,13,7,"[{'user': 'sgratzl', 'contributions': 139, 'location': 'Austria'}, {'user': 'dg-datavisyn', 'contributions': 15, 'location': 'Linz, Austria'}, {'user': 'dvvanessastoiber', 'contributions': 9, 'location': None}, {'user': 'thinkh', 'contributions': 5, 'location': 'Linz, Austria'}, {'user': 'rumersdorfer', 'contributions': 5, 'location': None}, {'user': 'BenDavisson', 'contributions': 1, 'location': None}, {'user': 'sepro', 'contributions': 1, 'location': 'Belgium, Leuven'}]"
datavisyn,chartjs-plugin-barchart-background,False,,,2,3,"[{'user': 'stSaHiB', 'forked_at': '2022-01-12T18:01:59Z'}, {'user': 'domdin77', 'forked_at': '2020-06-01T15:10:19Z'}, {'user': 'chrisetheridge', 'forked_at': '2018-04-09T18:27:07Z'}]",0,24,7153.0,True,True,62,2,4,"[{'user': 'sgratzl', 'contributions': 12, 'location': 'Austria'}, {'user': 'rumersdorfer', 'contributions': 4, 'location': None}, {'user': 'dvvanessastoiber', 'contributions': 4, 'location': None}, {'user': 'dg-datavisyn', 'contributions': 1, 'location': 'Linz, Austria'}]"
datavisyn,phovea_security_store_generated,False,,,0,0,[],8,30,,True,False,244,18,12,"[{'user': 'dvvanessastoiber', 'contributions': 116, 'location': None}, {'user': 'thinkh', 'contributions': 26, 'location': 'Linz, Austria'}, {'user': 'sgratzl', 'contributions': 12, 'location': 'Austria'}, {'user': 'puehringer', 'contributions': 12, 'location': None}, {'user': 'oltionchampari', 'contributions': 11, 'location': None}, {'user': 'steiner-anita', 'contributions': 6, 'location': None}, {'user': 'rumersdorfer', 'contributions': 5, 'location': None}, {'user': 'dg-datavisyn', 'contributions': 4, 'location': 'Linz, Austria'}, {'user': 'keckelt', 'contributions': 2, 'location': 'Linz, Austria'}, {'user': 'dvdanielrehberger', 'contributions': 2, 'location': None}, {'user': 'dvmoritzschoefl', 'contributions': 1, 'location': None}, {'user': 'dvdanielamoitzi', 'contributions': 1, 'location': None}]"
datavisyn,chartjs-scale-hierarchical,False,,,9,7,"[{'user': 'DuimTechniek', 'forked_at': '2020-06-18T05:35:37Z'}, {'user': 'Framb', 'forked_at': '2020-05-25T21:38:34Z'}, {'user': 'yoloOnTheBattlefield', 'forked_at': '2020-02-02T22:03:14Z'}, {'user': 'RyanD860', 'forked_at': '2020-01-30T17:00:30Z'}, {'user': 'hazdik', 'forked_at': '2020-01-14T05:35:44Z'}, {'user': 'SeppPenner', 'forked_at': '2019-08-13T09:19:18Z'}, {'user': 'svenbw', 'forked_at': '2019-03-13T17:26:43Z'}]",0,30,325700.1538461539,True,False,150,10,7,"[{'user': 'sgratzl', 'contributions': 113, 'location': 'Austria'}, {'user': 'dvvanessastoiber', 'contributions': 6, 'location': None}, {'user': 'rumersdorfer', 'contributions': 5, 'location': None}, {'user': 'dg-datavisyn', 'contributions': 3, 'location': 'Linz, Austria'}, {'user': 'SeppPenner', 'contributions': 1, 'location': 'Germany'}, {'user': 'puehringer', 'contributions': 1, 'location': None}, {'user': 'svenbw', 'contributions': 1, 'location': 'Belgium'}]"
datavisyn,chartjs-plugin-error-bars,False,,,19,16,"[{'user': 'sluger', 'forked_at': '2022-07-06T17:44:38Z'}, {'user': 'JensLjungberg', 'forked_at': '2021-09-28T11:17:39Z'}, {'user': 'viethoang2206', 'forked_at': '2021-04-09T07:01:05Z'}, {'user': 'Conjoint-ly', 'forked_at': '2020-10-04T03:35:33Z'}, {'user': 'z3d909', 'forked_at': '2020-10-04T02:52:56Z'}, {'user': 'lucschulz', 'forked_at': '2020-07-07T18:07:56Z'}, {'user': 'aevangeline', 'forked_at': '2019-10-07T17:48:53Z'}, {'user': 'edisonparia', 'forked_at': '2019-10-02T20:09:19Z'}, {'user': 'Idrinth', 'forked_at': '2019-09-27T09:17:04Z'}, {'user': 'mbotsch', 'forked_at': '2019-08-22T18:22:09Z'}, {'user': 'pkiwanowski', 'forked_at': '2019-08-14T10:44:04Z'}, {'user': 'roodeck', 'forked_at': '2019-08-14T10:21:09Z'}, {'user': 'SeppPenner', 'forked_at': '2019-08-13T09:16:53Z'}, {'user': 'flothoni', 'forked_at': '2019-07-09T12:52:24Z'}, {'user': 'jdrodjpl', 'forked_at': '2019-04-07T07:45:57Z'}, {'user': 'jeredmasters', 'forked_at': '2018-10-17T13:24:49Z'}]",0,30,2968699.0,True,False,86,5,8,"[{'user': 'sgratzl', 'contributions': 17, 'location': 'Austria'}, {'user': 'dvvanessastoiber', 'contributions': 8, 'location': None}, {'user': 'rumersdorfer', 'contributions': 5, 'location': None}, {'user': 'dg-datavisyn', 'contributions': 4, 'location': 'Linz, Austria'}, {'user': 'flothoni', 'contributions': 2, 'location': 'France'}, {'user': 'jeredmasters', 'contributions': 1, 'location': None}, {'user': 'jdrodjpl', 'contributions': 1, 'location': None}, {'user': 'puehringer', 'contributions': 1, 'location': None}]"
datavisyn,lineupjsx-flag-demo,False,,,0,1,"[{'user': 'sluger', 'forked_at': '2018-12-10T08:05:47Z'}]",0,0,,True,True,1,0,0,[]
datavisyn,tdp_matomo,False,,,1,1,"[{'user': 'thinkh', 'forked_at': '2019-07-26T15:58:58Z'}]",1,30,,True,True,202,9,8,"[{'user': 'dvvanessastoiber', 'contributions': 86, 'location': None}, {'user': 'thinkh', 'contributions': 60, 'location': 'Linz, Austria'}, {'user': 'rumersdorfer', 'contributions': 10, 'location': None}, {'user': 'steiner-anita', 'contributions': 8, 'location': None}, {'user': 'dg-datavisyn', 'contributions': 2, 'location': 'Linz, Austria'}, {'user': 'oltionchampari', 'contributions': 1, 'location': None}, {'user': 'puehringer', 'contributions': 1, 'location': None}, {'user': 'dvdanielrehberger', 'contributions': 1, 'location': None}]"
datavisyn,gne_tdp_celllinedb,False,,,0,1,"[{'user': 'everschueren', 'forked_at': '2019-07-31T17:22:03Z'}]",1,0,,True,True,8,0,1,"[{'user': 'mitchTwoTimes', 'contributions': 8, 'location': None}]"
datavisyn,visAhoi,False,,,1,0,[],45,30,550036.0,True,True,395,6,9,"[{'user': 'thinkh', 'contributions': 128, 'location': 'Linz, Austria'}, {'user': 'dvdanielamoitzi', 'contributions': 120, 'location': None}, {'user': 'dvsilviyageo', 'contributions': 68, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 32, 'location': None}, {'user': 'dvtschachinger', 'contributions': 29, 'location': None}, {'user': 'doomsayer2', 'contributions': 14, 'location': None}, {'user': 'github-actions[bot]', 'contributions': 2, 'location': None}, {'user': 'dvvanessastoiber', 'contributions': 1, 'location': None}, {'user': 'dvviktordelev', 'contributions': 1, 'location': None}]"
datavisyn,github-workflows,False,,,0,1,"[{'user': 'dvmarkusvogl', 'forked_at': '2022-08-25T14:30:05Z'}]",9,30,625918.0,True,False,899,0,7,"[{'user': 'dvviktordelev', 'contributions': 167, 'location': None}, {'user': 'puehringer', 'contributions': 127, 'location': None}, {'user': 'dvvanessastoiber', 'contributions': 70, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 16, 'location': None}, {'user': 'thinkh', 'contributions': 7, 'location': 'Linz, Austria'}, {'user': 'dv-hossam-radwan', 'contributions': 7, 'location': None}, {'user': 'dvlilialbrecht', 'contributions': 1, 'location': None}]"
datavisyn,visyn_scripts,False,,,0,1,"[{'user': 'dv-usama-ansari', 'forked_at': '2022-11-25T09:00:30Z'}]",5,30,,True,False,297,30,11,"[{'user': 'puehringer', 'contributions': 192, 'location': None}, {'user': 'dvvanessastoiber', 'contributions': 44, 'location': None}, {'user': 'thinkh', 'contributions': 19, 'location': 'Linz, Austria'}, {'user': 'dvmoritzschoefl', 'contributions': 6, 'location': None}, {'user': 'dvdanielamoitzi', 'contributions': 3, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 3, 'location': None}, {'user': 'oltionchampari', 'contributions': 2, 'location': None}, {'user': 'dvmartinweigl', 'contributions': 2, 'location': 'Linz'}, {'user': 'dvviktordelev', 'contributions': 2, 'location': None}, {'user': 'dv-usama-ansari', 'contributions': 1, 'location': None}, {'user': 'datavisyn-bot', 'contributions': 1, 'location': None}]"
datavisyn,github-action-trigger-workflow,False,,,0,0,[],2,10,,True,False,15,1,3,"[{'user': 'dvviktordelev', 'contributions': 5, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 3, 'location': None}, {'user': 'dvvanessastoiber', 'contributions': 1, 'location': None}]"
datavisyn,gosling.js,True,gosling-lang/gosling.js,False,0,0,[],1,1,,True,False,833,0,9,"[{'user': 'sehilyi', 'contributions': 692, 'location': 'Cambridge, MA'}, {'user': 'manzt', 'contributions': 52, 'location': 'Brooklyn, NY'}, {'user': 'etowahadams', 'contributions': 43, 'location': None}, {'user': 'wangqianwen0418', 'contributions': 24, 'location': None}, {'user': 'dependabot[bot]', 'contributions': 11, 'location': None}, {'user': 'flekschas', 'contributions': 3, 'location': 'Cambridge, MA'}, {'user': 'thomcsmits', 'contributions': 3, 'location': None}, {'user': 'ThHarbig', 'contributions': 2, 'location': None}, {'user': 'seanli3', 'contributions': 1, 'location': None}]"
