|                            Search Query                             |                                      Repository Name                                      |                                              full_name                                               |                                                           URL                                                           |                                                                                                                                                                                           Description                                                                                                                                                                                            |   Stars |   Forks |     Language     |   Issues |      Created At      |      Updated At      |  Default Branch  |                                                                                  License                                                                                  |                                                                                                                               Topics                                                                                                                                |  Private  |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      Genomic-mapping                                      |                                       annagale/Genomic-mapping                                       |                                       https://github.com/annagale/Genomic-mapping                                       |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |      Python      |        0 | 2022-10-25T18:42:50Z | 2022-10-25T18:50:36Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      genome_mapping                                       |                                      Turelli-Lab/genome_mapping                                      |                                      https://github.com/Turelli-Lab/genome_mapping                                      |                                                                                                                                                                commands and scripts for mapping short reads to reference sequence                                                                                                                                                                |       0 |       0 |      Shell       |        0 | 2014-10-09T22:13:13Z | 2014-11-19T20:21:37Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      genome_mapping                                       |                                        imrambo/genome_mapping                                        |                                        https://github.com/imrambo/genome_mapping                                        |                                                                                                                                                                   Reproducible Illumina read mapping to a reference assembly.                                                                                                                                                                    |       0 |       0 |      Python      |        0 | 2019-01-30T21:01:55Z | 2024-02-09T15:11:24Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      genome-mapping                                       |                                       wpatsche/genome-mapping                                        |                                       https://github.com/wpatsche/genome-mapping                                        |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |        C         |        0 | 2020-06-16T14:50:41Z | 2020-07-14T00:56:24Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      Genome_Mapping                                       |                                       Apoorva57/Genome_Mapping                                       |                                       https://github.com/Apoorva57/Genome_Mapping                                       |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 | Jupyter Notebook |        0 | 2023-08-03T17:03:14Z | 2023-08-03T17:36:15Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      Genome_mapping                                       |                                     carolindahms/Genome_mapping                                      |                                     https://github.com/carolindahms/Genome_mapping                                      |                                                                                                                                                                                   A pipeline to map sequences                                                                                                                                                                                    |       0 |       0 |      Shell       |        0 | 2021-12-06T17:56:11Z | 2021-12-06T17:59:34Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      Genome-Mapping                                       |                                        ahorgan/Genome-Mapping                                        |                                        https://github.com/ahorgan/Genome-Mapping                                        |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |       C++        |        0 | 2016-04-08T21:38:28Z | 2016-04-08T21:39:00Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                      GenomicPipeline                                      |                                      sahinsrhn/GenomicPipeline                                       |                                      https://github.com/sahinsrhn/GenomicPipeline                                       |                                                                                                                                                                   Genomic Pipelines (Mapping + Variant Calling) from NGS Data                                                                                                                                                                    |       0 |       0 |      Python      |        0 | 2018-07-03T19:01:51Z | 2022-03-04T11:08:20Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                         genomics                                          |                                        tanmayarekar/genomics                                         |                                        https://github.com/tanmayarekar/genomics                                         |                                                                                                                                                                                  genomics pipeline-read mapping                                                                                                                                                                                  |       0 |       0 |                  |        0 | 2022-12-10T04:36:17Z | 2022-12-10T04:36:17Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                       Genomics_lab4                                       |                                       anjululla1/Genomics_lab4                                       |                                       https://github.com/anjululla1/Genomics_lab4                                       |                                                                                                                                                                                       Bowtie-Read Mapping                                                                                                                                                                                        |       0 |       0 |      Shell       |        0 | 2017-11-06T15:46:50Z | 2017-11-06T15:50:02Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                    Genome_Read-Mapping                                    |                                    ShaoDevon/Genome_Read-Mapping                                     |                                    https://github.com/ShaoDevon/Genome_Read-Mapping                                     |                                                                                                                                                                                                                                                                                                                                                                                                  |       0 |       0 |      Python      |        0 | 2024-02-10T00:11:51Z | 2024-07-25T18:54:15Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                               genomewide-nucleosome-mapping                               |                                arkatebi/genomewide-nucleosome-mapping                                |                                https://github.com/arkatebi/genomewide-nucleosome-mapping                                |                                                                                                                                                                              Mapping nucleosomes across the genome                                                                                                                                                                               |       0 |       0 |      Matlab      |        0 | 2015-06-12T15:45:03Z | 2016-05-08T14:19:09Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                genomic-coordinate-mapping                                 |                                msilver727/genomic-coordinate-mapping                                 |                                https://github.com/msilver727/genomic-coordinate-mapping                                 |                                                                                                                                                                     For mapping between transcript and genomic coordinates.                                                                                                                                                                      |       0 |       0 |      Python      |        0 | 2022-11-14T21:38:51Z | 2024-05-28T21:26:47Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                    Mapping_SNPs_Genome                                    |                                    yanavieira/Mapping_SNPs_Genome                                    |                                    https://github.com/yanavieira/Mapping_SNPs_Genome                                    |                                                                                                                                                           A script to map the SNPs of one species on the genome of a different species                                                                                                                                                           |       0 |       0 |      Python      |        0 | 2017-05-29T22:09:10Z | 2017-05-29T22:10:16Z |      master      |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                genomic-coordinate-mapping                                 |                                 arisilver/genomic-coordinate-mapping                                 |                                 https://github.com/arisilver/genomic-coordinate-mapping                                 |                                                                                                                                                                          For completion of Accuragen's coding challenge                                                                                                                                                                          |       0 |       0 |                  |        0 | 2022-11-14T18:37:03Z | 2022-11-14T23:16:51Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                  genome-mapping-analysis                                  |                                   tkinley/genome-mapping-analysis                                    |                                   https://github.com/tkinley/genome-mapping-analysis                                    |                                                                                                             This repository contains Python scripts for analyzing genomic data from SAM files, focusing on mapping reads and filtering genes based on mapping quality and coverage.                                                                                                              |       0 |       0 |      Python      |        0 | 2024-06-06T01:02:26Z | 2024-06-12T21:07:18Z |       main       |                   {'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}                    |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                   party_genome_mapping                                    |                                    jpbell27/party_genome_mapping                                     |                                    https://github.com/jpbell27/party_genome_mapping                                     |                                                                                                                                                               Exploring the ideological and memetic structure of political parties                                                                                                                                                               |       0 |       0 |                  |        0 | 2022-07-25T05:59:04Z | 2022-07-25T05:59:04Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
| {'q': 'genom mapping', 'sort': 'stars', 'order': 'desc', 'page': 2} |                                     Reference-Genomes                                     |                                     NealeTools/Reference-Genomes                                     |                                     https://github.com/NealeTools/Reference-Genomes                                     |                                                                                                                                                                            Reference genomes for mapping experiments                                                                                                                                                                             |       0 |       0 |                  |        0 | 2020-11-12T22:56:50Z | 2020-11-13T22:32:53Z |       main       |                                                                                                                                                                           |                                                                                                                                 []                                                                                                                                  |   False   |
