pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MzAyMjQ5MjM5,"Revert ""merge genomeIntervalTree-test-case > master""",MERGED,2019-07-29T21:50:16Z,2019-07-29T22:38:41Z,2019-07-29T21:50:25Z,2019-07-29T21:50:25Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/33
MDExOlB1bGxSZXF1ZXN0MzAzNDc4NDc3,PR on mutation_counts module,CLOSED,2019-08-01T17:14:36Z,2019-10-08T18:47:30Z,2019-08-07T22:31:15Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/34
MDExOlB1bGxSZXF1ZXN0MzA2NTgxMjk4,removing germline_filter module,CLOSED,2019-08-12T17:02:48Z,2019-10-08T18:47:28Z,2019-10-03T19:44:10Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/35
MDExOlB1bGxSZXF1ZXN0MzI1NDc0OTg0,what is the status of dev?,MERGED,2019-10-07T20:15:38Z,2019-10-08T18:47:24Z,2019-10-07T20:32:01Z,2019-10-07T20:32:01Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/37
MDExOlB1bGxSZXF1ZXN0MzI1NTA2NzA1,Mutation counts cleanup,MERGED,2019-10-07T21:40:58Z,2019-10-08T18:47:08Z,2019-10-07T21:52:27Z,2019-10-07T21:52:27Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/38
MDExOlB1bGxSZXF1ZXN0MzI1NTA3NDgx,AA mutations,CLOSED,2019-10-07T21:43:08Z,2020-01-29T18:54:32Z,2019-11-01T00:40:10Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/39
MDExOlB1bGxSZXF1ZXN0MzI1OTQ1ODkz,AA mutations working merge w/master,MERGED,2019-10-08T20:19:36Z,2020-01-31T23:56:06Z,2019-11-13T23:01:47Z,2019-11-13T23:01:46Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/40
MDExOlB1bGxSZXF1ZXN0MzQwNjYwNzEw,merge get_coverage_refactor branch into aa-mutations-working,MERGED,2019-11-13T20:47:59Z,2020-01-31T23:56:07Z,2019-11-13T22:54:47Z,2019-11-13T22:54:47Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/42
MDExOlB1bGxSZXF1ZXN0MzQxMTUzMTQw,Adding env yaml,CLOSED,2019-11-14T20:06:45Z,2019-11-14T20:25:55Z,2019-11-14T20:25:55Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/43
MDExOlB1bGxSZXF1ZXN0MzQxMTYwOTE2,testing travis,CLOSED,2019-11-14T20:26:19Z,2020-01-31T23:56:03Z,2019-11-14T23:25:08Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/44
MDExOlB1bGxSZXF1ZXN0MzQxMjIyNjQy,Draft PR -- build passing!!,MERGED,2019-11-14T23:25:46Z,2020-01-31T23:56:01Z,2019-11-15T01:14:28Z,2019-11-15T01:14:28Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/45
MDExOlB1bGxSZXF1ZXN0MzQxNTk1MjYw,adding test_mutation_counts changes,MERGED,2019-11-15T18:56:06Z,2020-01-31T23:56:00Z,2019-11-15T18:56:22Z,2019-11-15T18:56:21Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/46
MDExOlB1bGxSZXF1ZXN0MzU1ODY4OTM3,Reformatted code with pep8,MERGED,2019-12-20T19:26:40Z,2020-01-07T23:51:03Z,2020-01-07T23:51:03Z,2020-01-07T23:51:03Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/49
MDExOlB1bGxSZXF1ZXN0MzYwMjMxNDc4,added process lock,MERGED,2020-01-08T00:31:05Z,2020-01-31T23:56:35Z,2020-01-08T01:05:57Z,2020-01-08T01:05:57Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/50
MDExOlB1bGxSZXF1ZXN0MzY5Mzc5MTEy,patch fix for race condition,CLOSED,2020-01-31T02:22:12Z,2020-05-08T20:40:44Z,2020-02-03T17:38:47Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/55
MDExOlB1bGxSZXF1ZXN0MzY5NzczOTAz,Patch for mito wierdness,MERGED,2020-01-31T21:15:03Z,2020-07-24T19:48:02Z,2020-01-31T23:45:27Z,2020-01-31T23:45:27Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/56
MDExOlB1bGxSZXF1ZXN0NDE0ODM5ODk4,merging paper.md branch ,MERGED,2020-05-07T18:07:03Z,2020-05-08T20:40:34Z,2020-05-07T18:07:42Z,2020-05-07T18:07:42Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/57
MDExOlB1bGxSZXF1ZXN0NDE1Mzc5MDEy,Update setup.py,MERGED,2020-05-08T18:55:51Z,2020-05-08T20:40:33Z,2020-05-08T20:40:08Z,2020-05-08T20:40:08Z,olgabot,https://github.com/czbiohub-sf/cerebra/pull/58
MDExOlB1bGxSZXF1ZXN0NDE1NDY4NzE3,Travis patch,MERGED,2020-05-08T23:06:08Z,2020-05-08T23:12:20Z,2020-05-08T23:09:51Z,2020-05-08T23:09:51Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/60
MDExOlB1bGxSZXF1ZXN0NDE4ODc2ODA1,should have done this before i started adding tests,MERGED,2020-05-15T23:32:22Z,2020-05-15T23:32:30Z,2020-05-15T23:32:30Z,2020-05-15T23:32:30Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/61
MDExOlB1bGxSZXF1ZXN0NDIwMjg2MzE5,adding a couple of tests,MERGED,2020-05-19T18:20:20Z,2020-05-28T23:29:19Z,2020-05-19T19:20:14Z,2020-05-19T19:20:14Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/62
MDExOlB1bGxSZXF1ZXN0NDIxNjU3MjQw,turned off _make_filtered_cosmic_df,MERGED,2020-05-22T00:50:10Z,2020-05-28T23:29:17Z,2020-05-22T00:58:38Z,2020-05-22T00:58:38Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/64
MDExOlB1bGxSZXF1ZXN0NDI0NTg1MjIy,test dir reorganization ,MERGED,2020-05-28T16:03:30Z,2020-06-16T17:49:55Z,2020-05-28T23:26:54Z,2020-05-28T23:26:53Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/68
MDExOlB1bGxSZXF1ZXN0NDI1MzU0NDE4,started reformatting,MERGED,2020-05-29T22:07:31Z,2020-06-16T17:49:56Z,2020-06-08T18:35:00Z,2020-06-08T18:35:00Z,olgabot,https://github.com/czbiohub-sf/cerebra/pull/69
MDExOlB1bGxSZXF1ZXN0NDMxNDgyODIy,merging various paper.md changes in master,MERGED,2020-06-09T01:36:50Z,2020-06-16T17:49:54Z,2020-06-09T01:46:16Z,2020-06-09T01:46:16Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/72
MDExOlB1bGxSZXF1ZXN0NDMyNTUwMDMy,merging personal fork into main repository,MERGED,2020-06-10T15:54:05Z,2020-06-10T16:07:07Z,2020-06-10T16:07:07Z,2020-06-10T16:07:07Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/73
MDExOlB1bGxSZXF1ZXN0NDMyNzE1MjE4,"renamed cmdline args in germline-filter, along with various changes to README",MERGED,2020-06-10T21:34:21Z,2020-06-16T17:49:53Z,2020-06-10T21:49:02Z,2020-06-10T21:49:02Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/74
MDExOlB1bGxSZXF1ZXN0NDM2MDA2NjM5,integrating in spyros' comments,CLOSED,2020-06-17T17:54:12Z,2020-07-13T13:33:33Z,2020-06-17T18:43:59Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/75
MDExOlB1bGxSZXF1ZXN0NDM4MTU4MTAz,More paper edits,CLOSED,2020-06-22T20:23:28Z,2020-07-13T13:33:35Z,2020-06-30T17:22:10Z,,olgabot,https://github.com/czbiohub-sf/cerebra/pull/76
MDExOlB1bGxSZXF1ZXN0NDQwMTQwODg1,integrating comments from SD and OBB,MERGED,2020-06-25T16:47:07Z,2020-07-13T13:33:32Z,2020-06-25T16:57:32Z,2020-06-25T16:57:32Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/77
MDExOlB1bGxSZXF1ZXN0NDQ4NDg1MDEy,merging JOSS-review branch into master,MERGED,2020-07-13T20:55:59Z,2020-07-20T15:55:14Z,2020-07-15T15:13:06Z,2020-07-15T15:13:05Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/84
MDExOlB1bGxSZXF1ZXN0NDQ5NTU3ODUy,Py3.8 sandbox into master,MERGED,2020-07-15T15:27:38Z,2020-07-17T14:48:51Z,2020-07-15T19:58:50Z,2020-07-15T19:58:50Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/87
MDExOlB1bGxSZXF1ZXN0NDQ5ODEyOTQ3,merge windows-ci branch into master,MERGED,2020-07-16T00:21:38Z,2020-07-17T14:35:20Z,2020-07-17T14:34:27Z,2020-07-17T14:34:27Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/88
MDExOlB1bGxSZXF1ZXN0NDUxMTc1NzU2,really stupid PR -- forgot to switch back to master,MERGED,2020-07-17T14:47:26Z,2020-07-17T14:48:45Z,2020-07-17T14:47:35Z,2020-07-17T14:47:35Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/91
MDExOlB1bGxSZXF1ZXN0NDUzNjMxNTAy,adding in Dockerfile,MERGED,2020-07-20T16:46:03Z,2020-07-20T19:28:11Z,2020-07-20T19:10:14Z,2020-07-20T19:10:14Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/93
MDExOlB1bGxSZXF1ZXN0NDU0NTQwMzA4,merging pytest-sandbox with master,MERGED,2020-07-21T14:23:48Z,2020-07-22T17:10:10Z,2020-07-22T17:10:09Z,2020-07-22T17:10:09Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/94
MDExOlB1bGxSZXF1ZXN0NDU1Mjg1OTQ2,stupid merge -- forgot to switch back to master,MERGED,2020-07-22T18:34:55Z,2020-07-23T20:04:55Z,2020-07-22T18:35:02Z,2020-07-22T18:35:02Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/95
MDExOlB1bGxSZXF1ZXN0NDU1MzkzMjQ2,appeasing codecov bot,MERGED,2020-07-22T22:49:09Z,2020-07-23T20:04:53Z,2020-07-22T22:50:23Z,2020-07-22T22:50:22Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/96
MDExOlB1bGxSZXF1ZXN0NDU1ODI1MDU0,various,CLOSED,2020-07-23T16:26:54Z,2020-07-23T20:05:09Z,2020-07-23T20:05:09Z,,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/98
MDExOlB1bGxSZXF1ZXN0NDU1OTM5NjA3,some adnl improvements on the testing front,MERGED,2020-07-23T20:38:43Z,2020-07-28T14:01:16Z,2020-07-28T13:43:02Z,2020-07-28T13:43:02Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/100
MDExOlB1bGxSZXF1ZXN0NDU3ODMxMTQ3,merging `mito-checkout` into master,MERGED,2020-07-28T14:03:35Z,2020-07-28T19:19:34Z,2020-07-28T16:01:40Z,2020-07-28T16:01:40Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/102
MDExOlB1bGxSZXF1ZXN0NDU4MDk0OTk5,reformatted docs,MERGED,2020-07-28T22:38:48Z,2020-07-29T21:03:11Z,2020-07-29T21:02:19Z,2020-07-29T21:02:19Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/104
MDExOlB1bGxSZXF1ZXN0NDcyNTczNDI4,JOSS review comments -- redux,MERGED,2020-08-24T14:47:54Z,2020-09-16T19:19:41Z,2020-08-26T17:59:41Z,2020-08-26T17:59:41Z,lincoln-harris,https://github.com/czbiohub-sf/cerebra/pull/109
PR_kwDOCsR99846FJJv,Bump numpy from 1.18.1 to 1.22.0,OPEN,2022-06-22T02:31:07Z,2022-06-22T02:31:08Z,,,dependabot,https://github.com/czbiohub-sf/cerebra/pull/111
PR_kwDOCsR9985GQM7b,Bump setuptools from 47.3.1 to 65.5.1,OPEN,2022-12-27T15:39:04Z,2022-12-27T15:39:06Z,,,dependabot,https://github.com/czbiohub-sf/cerebra/pull/112
