pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url
MDExOlB1bGxSZXF1ZXN0MjA3MTUxNDQ0,Removed redundant sentieon license export statements,MERGED,2018-08-08T22:07:31Z,2018-08-08T22:08:04Z,2018-08-08T22:07:50Z,2018-08-08T22:07:50Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/29
MDExOlB1bGxSZXF1ZXN0MjA3NDI2Nzcw,modifed getops string for updated input,MERGED,2018-08-09T20:00:14Z,2018-08-09T20:00:50Z,2018-08-09T20:00:41Z,2018-08-09T20:00:41Z,mken418,https://github.com/ncsa/MayomicsVC/pull/30
MDExOlB1bGxSZXF1ZXN0MjA3NDM4NzUy,Nullable keys,MERGED,2018-08-09T20:46:51Z,2018-08-09T20:47:14Z,2018-08-09T20:47:07Z,2018-08-09T20:47:07Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/31
MDExOlB1bGxSZXF1ZXN0MjA3NDQ5ODY1,Changed json_dump function to sort keys while created JSON output file,MERGED,2018-08-09T21:31:21Z,2018-08-09T21:31:38Z,2018-08-09T21:31:34Z,2018-08-09T21:31:34Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/32
MDExOlB1bGxSZXF1ZXN0MjA3NzEyNTE3,Vqsr input strings,MERGED,2018-08-10T20:18:04Z,2018-08-10T20:18:20Z,2018-08-10T20:18:15Z,2018-08-10T20:18:15Z,mken418,https://github.com/ncsa/MayomicsVC/pull/33
MDExOlB1bGxSZXF1ZXN0MjA4MzQ1MjQ2,Fix py env error message,MERGED,2018-08-14T16:48:01Z,2018-08-14T16:48:32Z,2018-08-14T16:48:25Z,2018-08-14T16:48:25Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/34
MDExOlB1bGxSZXF1ZXN0MjA4NDExNzg0,"Changed boolean validation to accept only ""true"" or ""false""",MERGED,2018-08-14T21:11:19Z,2018-08-14T21:11:30Z,2018-08-14T21:11:27Z,2018-08-14T21:11:27Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/35
MDExOlB1bGxSZXF1ZXN0MjA4NDE1MTA5,Sorted key types by key and removed duplicates,MERGED,2018-08-14T21:25:12Z,2018-08-14T21:25:22Z,2018-08-14T21:25:19Z,2018-08-14T21:25:19Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/36
MDExOlB1bGxSZXF1ZXN0MjA4NjkzNDYy,"fixed line number trap error, changed permissions for output bam.bai …",MERGED,2018-08-15T21:59:49Z,2018-08-15T22:00:27Z,2018-08-15T22:00:27Z,2018-08-15T22:00:27Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/37
MDExOlB1bGxSZXF1ZXN0MjA4Njk4MTkx,added idx check at end,MERGED,2018-08-15T22:24:38Z,2018-08-15T22:24:57Z,2018-08-15T22:24:50Z,2018-08-15T22:24:50Z,mken418,https://github.com/ncsa/MayomicsVC/pull/38
MDExOlB1bGxSZXF1ZXN0MjA5MzcxMzM1,Lsm practice branch,MERGED,2018-08-19T17:47:34Z,2018-08-19T17:49:46Z,2018-08-19T17:48:29Z,2018-08-19T17:48:29Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/39
MDExOlB1bGxSZXF1ZXN0MjA5NDQyMzIx,Threading option name msd 111,MERGED,2018-08-20T08:11:09Z,2018-08-28T18:19:33Z,2018-08-28T18:19:28Z,2018-08-28T18:19:28Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/40
MDExOlB1bGxSZXF1ZXN0MjA5NTk0MjI0,Added arithmetic operation to more accurately call error line in code,MERGED,2018-08-20T17:43:36Z,2018-08-20T17:48:31Z,2018-08-20T17:43:50Z,2018-08-20T17:43:50Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/41
MDExOlB1bGxSZXF1ZXN0MjA5ODQ4MTQ0,Added CutAdaptThreads key to the key-type file,MERGED,2018-08-21T14:34:37Z,2018-08-21T14:34:46Z,2018-08-21T14:34:43Z,2018-08-21T14:34:43Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/42
MDExOlB1bGxSZXF1ZXN0MjA5OTE0ODUz,"Allow values to have embedded double quote marks, with '\""' in JSON file",MERGED,2018-08-21T18:24:53Z,2018-08-21T18:25:08Z,2018-08-21T18:25:05Z,2018-08-21T18:25:05Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/43
MDExOlB1bGxSZXF1ZXN0MjEwNzk4MTI5,added trap_line variable so that trap statement accurately says line …,MERGED,2018-08-24T17:10:02Z,2018-08-24T17:10:38Z,2018-08-24T17:10:34Z,2018-08-24T17:10:34Z,mken418,https://github.com/ncsa/MayomicsVC/pull/44
MDExOlB1bGxSZXF1ZXN0MjExOTI0MzY1,Vqsr threads,MERGED,2018-08-30T00:33:08Z,2018-08-30T00:33:26Z,2018-08-30T00:33:21Z,2018-08-30T00:33:21Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/45
MDExOlB1bGxSZXF1ZXN0MjEyMjczMDE1,Env profile var,MERGED,2018-08-31T04:50:24Z,2018-08-31T05:07:59Z,2018-08-31T05:07:48Z,2018-08-31T05:07:48Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/46
MDExOlB1bGxSZXF1ZXN0MjEyNTAzMjM5,Delivery folders,MERGED,2018-08-31T22:02:47Z,2018-09-01T21:38:53Z,2018-09-01T21:38:44Z,2018-09-01T21:38:44Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/47
MDExOlB1bGxSZXF1ZXN0MjEzNjU1OTk2,"Changed validation of output dir.: now, only confirms dir. doesn't exist",MERGED,2018-09-06T15:16:56Z,2018-09-06T15:17:26Z,2018-09-06T15:17:22Z,2018-09-06T15:17:22Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/48
MDExOlB1bGxSZXF1ZXN0MjE2MzY0Mzc1,Alter keytypes and config template keys,MERGED,2018-09-18T16:10:15Z,2018-09-18T16:10:35Z,2018-09-18T16:10:32Z,2018-09-18T16:10:32Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/49
MDExOlB1bGxSZXF1ZXN0MjE4ODAxNzE5,Add haplotyper option string,MERGED,2018-09-27T22:03:02Z,2018-10-02T20:19:40Z,2018-09-27T22:03:10Z,2018-09-27T22:03:10Z,mken418,https://github.com/ncsa/MayomicsVC/pull/50
MDExOlB1bGxSZXF1ZXN0MjE5MDU2ODU2,Relative python import paths,MERGED,2018-09-28T18:56:58Z,2018-10-02T20:14:03Z,2018-10-02T20:13:59Z,2018-10-02T20:13:59Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/51
MDExOlB1bGxSZXF1ZXN0MjE5ODQ0OTIx,Dev,MERGED,2018-10-02T21:05:07Z,2018-10-02T21:05:53Z,2018-10-02T21:05:53Z,2018-10-02T21:05:53Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/52
MDExOlB1bGxSZXF1ZXN0MjE5ODQ2MjAy,Working implementation of multi-lane bam merging and deduplication,MERGED,2018-10-02T21:09:36Z,2018-10-02T21:11:19Z,2018-10-02T21:10:30Z,2018-10-02T21:10:30Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/53
MDExOlB1bGxSZXF1ZXN0MjIwMTc2NDU2,Corrected parser and validator script error log messages,MERGED,2018-10-03T20:53:22Z,2018-10-03T20:53:34Z,2018-10-03T20:53:30Z,2018-10-03T20:53:30Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/54
MDExOlB1bGxSZXF1ZXN0MjIwMTc2NTcy,Added new key to the key_types.json file,MERGED,2018-10-03T20:53:47Z,2018-10-03T20:53:58Z,2018-10-03T20:53:53Z,2018-10-03T20:53:53Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/55
MDExOlB1bGxSZXF1ZXN0MjIxMTQ3Mzg4,Small fixes to master need to be pulled back into dev,MERGED,2018-10-08T14:55:38Z,2018-10-08T14:56:02Z,2018-10-08T14:56:02Z,2018-10-08T14:56:02Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/56
MDExOlB1bGxSZXF1ZXN0MjIxMjE4MTU2,Merge new changes from dev to array_input,MERGED,2018-10-08T19:21:29Z,2018-10-08T19:22:34Z,2018-10-08T19:22:34Z,2018-10-08T19:22:34Z,jjackzhn,https://github.com/ncsa/MayomicsVC/pull/57
MDExOlB1bGxSZXF1ZXN0MjIxNTYyNTAw,removing .merged from output of dedup,MERGED,2018-10-09T19:45:33Z,2018-10-09T19:47:27Z,2018-10-09T19:45:54Z,2018-10-09T19:45:54Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/58
MDExOlB1bGxSZXF1ZXN0MjIyNzQyNDYz,Add json to db1 delivery,MERGED,2018-10-14T20:55:50Z,2018-10-14T21:25:37Z,2018-10-14T20:57:01Z,2018-10-14T20:57:01Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/59
MDExOlB1bGxSZXF1ZXN0MjIyNzU3Njkz,Rename design blocks,MERGED,2018-10-15T01:13:06Z,2018-10-15T01:15:58Z,2018-10-15T01:15:53Z,2018-10-15T01:15:53Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/60
MDExOlB1bGxSZXF1ZXN0MjIzNzU5NTc5,Merge renamed design blocks to array_input,MERGED,2018-10-17T21:29:53Z,2018-10-17T21:55:51Z,2018-10-17T21:55:51Z,2018-10-17T21:55:51Z,jjackzhn,https://github.com/ncsa/MayomicsVC/pull/61
MDExOlB1bGxSZXF1ZXN0MjI0MzMxMjM5,Input reads as nested arrays,MERGED,2018-10-19T15:44:32Z,2018-10-19T15:45:05Z,2018-10-19T15:45:01Z,2018-10-19T15:45:01Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/62
MDExOlB1bGxSZXF1ZXN0MjI0MzkwMzM3,Merge parser updates from Dev to Array_input,MERGED,2018-10-19T19:39:51Z,2018-10-19T19:40:13Z,2018-10-19T19:40:12Z,2018-10-19T19:40:12Z,jjackzhn,https://github.com/ncsa/MayomicsVC/pull/63
MDExOlB1bGxSZXF1ZXN0MjI0NDE0MTU5,Rename haplotyper extra options string,MERGED,2018-10-19T21:24:42Z,2018-10-19T21:32:12Z,2018-10-19T21:32:02Z,2018-10-19T21:32:02Z,mken418,https://github.com/ncsa/MayomicsVC/pull/64
MDExOlB1bGxSZXF1ZXN0MjI0NDE0MjMw,Rename haplotyper extra options string,MERGED,2018-10-19T21:25:02Z,2018-10-19T21:32:12Z,2018-10-19T21:25:16Z,2018-10-19T21:25:16Z,mken418,https://github.com/ncsa/MayomicsVC/pull/65
MDExOlB1bGxSZXF1ZXN0MjI1Nzk2NTk4,"Added InputRead2 to the list of optional keys (which can be blank; """")",MERGED,2018-10-25T15:05:11Z,2018-10-25T15:06:01Z,2018-10-25T15:05:57Z,2018-10-25T15:05:57Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/66
MDExOlB1bGxSZXF1ZXN0MjI1ODQ2NTIw,Bwa mem opts msd 164,MERGED,2018-10-25T17:43:58Z,2018-10-25T17:45:16Z,2018-10-25T17:45:10Z,2018-10-25T17:45:10Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/67
MDExOlB1bGxSZXF1ZXN0MjI1OTM0MTE0,Array input,MERGED,2018-10-25T23:23:10Z,2018-10-26T15:32:42Z,2018-10-25T23:24:56Z,2018-10-25T23:24:56Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/68
MDExOlB1bGxSZXF1ZXN0MjI2MzQxNDE5,Rename outputs msd 198,MERGED,2018-10-28T04:06:26Z,2018-10-28T04:07:34Z,2018-10-28T04:07:27Z,2018-10-28T04:07:27Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/69
MDExOlB1bGxSZXF1ZXN0MjI2Njg1OTcz,Clean up parser,MERGED,2018-10-29T19:30:49Z,2018-10-29T19:32:12Z,2018-10-29T19:32:04Z,2018-10-29T19:32:04Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/70
MDExOlB1bGxSZXF1ZXN0MjI2NzAxMzY0,Clean up validator,MERGED,2018-10-29T20:24:52Z,2018-10-29T20:25:08Z,2018-10-29T20:25:05Z,2018-10-29T20:25:05Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/71
MDExOlB1bGxSZXF1ZXN0MjI3MDYxMTMz,Call graph generator,MERGED,2018-10-30T19:58:56Z,2018-10-30T20:00:07Z,2018-10-30T19:59:09Z,2018-10-30T19:59:09Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/72
MDExOlB1bGxSZXF1ZXN0MjI3NzU4MTI0,Update README.md,MERGED,2018-11-01T21:00:38Z,2018-12-13T05:14:30Z,2018-12-13T05:14:25Z,2018-12-13T05:14:24Z,priyab2,https://github.com/ncsa/MayomicsVC/pull/73
MDExOlB1bGxSZXF1ZXN0MjI5MTgzMzU0,Added traps to every wdl command block for killed cluster jobs,CLOSED,2018-11-07T22:03:23Z,2018-11-08T15:44:07Z,2018-11-08T15:43:23Z,,caross73,https://github.com/ncsa/MayomicsVC/pull/74
MDExOlB1bGxSZXF1ZXN0MjI5NTE0MjEy,Preamble script containing USR signal traps,MERGED,2018-11-08T21:28:00Z,2018-12-10T18:18:21Z,2018-11-16T22:37:54Z,2018-11-16T22:37:54Z,caross73,https://github.com/ncsa/MayomicsVC/pull/75
MDExOlB1bGxSZXF1ZXN0MjI5ODI5MjU2,Separate functions msd 196,MERGED,2018-11-09T21:51:48Z,2018-11-09T21:53:03Z,2018-11-09T21:52:59Z,2018-11-09T21:52:59Z,mken418,https://github.com/ncsa/MayomicsVC/pull/76
MDExOlB1bGxSZXF1ZXN0MjMwOTk2MzAx,Read group assignment msd 175,MERGED,2018-11-14T21:59:12Z,2018-11-14T21:59:37Z,2018-11-14T21:59:33Z,2018-11-14T21:59:33Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/77
MDExOlB1bGxSZXF1ZXN0MjMxNjcxMzY3,Split the PlatformUnit variable into an array,MERGED,2018-11-16T22:19:53Z,2018-11-16T22:20:04Z,2018-11-16T22:20:00Z,2018-11-16T22:20:00Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/78
MDExOlB1bGxSZXF1ZXN0MjMyNDc4OTY1,Workflow generator,MERGED,2018-11-20T22:25:38Z,2018-11-20T22:33:12Z,2018-11-20T22:33:08Z,2018-11-20T22:33:08Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/79
MDExOlB1bGxSZXF1ZXN0MjMzNjIzNDk0,Merge new changes from Dev,MERGED,2018-11-26T16:41:16Z,2018-11-26T16:46:30Z,2018-11-26T16:46:30Z,2018-11-26T16:46:30Z,jjackzhn,https://github.com/ncsa/MayomicsVC/pull/80
MDExOlB1bGxSZXF1ZXN0MjMzNzIxODUy,Workflow generator,MERGED,2018-11-26T22:46:23Z,2018-11-26T22:46:33Z,2018-11-26T22:46:29Z,2018-11-26T22:46:29Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/81
MDExOlB1bGxSZXF1ZXN0MjM0NDM0ODEy,Input reads to normal and tumor,MERGED,2018-11-28T21:46:25Z,2018-11-28T21:46:58Z,2018-11-28T21:46:53Z,2018-11-28T21:46:52Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/82
MDExOlB1bGxSZXF1ZXN0MjM0NzY0Mzgw,Send warning if a JSON key had no matching key in the config files,MERGED,2018-11-29T19:49:04Z,2018-11-29T19:50:56Z,2018-11-29T19:50:56Z,2018-11-29T19:50:56Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/83
MDExOlB1bGxSZXF1ZXN0MjM0NzgxODYx,Removed duplicate warning messages,MERGED,2018-11-29T20:51:19Z,2018-11-29T21:03:00Z,2018-11-29T20:51:37Z,2018-11-29T20:51:37Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/84
MDExOlB1bGxSZXF1ZXN0MjM0NzkwNDc0,added block to haplotyper to allow for no recal table to be passed in…,MERGED,2018-11-29T21:22:24Z,2018-11-29T21:22:38Z,2018-11-29T21:22:35Z,2018-11-29T21:22:35Z,mken418,https://github.com/ncsa/MayomicsVC/pull/85
MDExOlB1bGxSZXF1ZXN0MjM0Nzk1NzQ2,Added variables to KeyTypes.json and template.config file,MERGED,2018-11-29T21:41:20Z,2018-11-30T15:54:37Z,2018-11-29T21:41:26Z,2018-11-29T21:41:26Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/86
MDExOlB1bGxSZXF1ZXN0MjM0ODA0NDc3,Multiple error statements at once,MERGED,2018-11-29T22:13:36Z,2018-11-29T22:13:52Z,2018-11-29T22:13:45Z,2018-11-29T22:13:45Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/87
MDExOlB1bGxSZXF1ZXN0MjM1MDQyNjcx,Parser error if json not full,MERGED,2018-11-30T16:25:07Z,2018-11-30T16:25:18Z,2018-11-30T16:25:13Z,2018-11-30T16:25:13Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/88
MDExOlB1bGxSZXF1ZXN0MjM1NTU2NTI4,Merge runtime_memory into dev,MERGED,2018-12-03T19:01:23Z,2018-12-03T19:02:48Z,2018-12-03T19:01:47Z,2018-12-03T19:01:47Z,jjackzhn,https://github.com/ncsa/MayomicsVC/pull/89
MDExOlB1bGxSZXF1ZXN0MjM1NjExMDQ3,Renamed source folders and move template.config and key_types.json,MERGED,2018-12-03T22:14:21Z,2018-12-04T15:26:04Z,2018-12-03T22:19:42Z,2018-12-03T22:19:42Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/90
MDExOlB1bGxSZXF1ZXN0MjM2MjI0Mzgy,all the changes,MERGED,2018-12-05T15:49:35Z,2018-12-05T15:50:00Z,2018-12-05T15:49:50Z,2018-12-05T15:49:50Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/91
MDExOlB1bGxSZXF1ZXN0MjM2MjQ4NzI4,Removed type annotations from Python code,MERGED,2018-12-05T16:54:24Z,2018-12-05T16:54:38Z,2018-12-05T16:54:31Z,2018-12-05T16:54:31Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/92
MDExOlB1bGxSZXF1ZXN0MjM3NDgyMzg5,Somatic cleaning,MERGED,2018-12-10T22:05:56Z,2018-12-12T00:48:07Z,2018-12-12T00:48:07Z,2018-12-12T00:48:07Z,raobrik,https://github.com/ncsa/MayomicsVC/pull/93
MDExOlB1bGxSZXF1ZXN0MjM3ODA0NzMz,Feature/vcf source tag,MERGED,2018-12-11T19:45:31Z,2018-12-13T05:13:18Z,2018-12-13T05:13:18Z,2018-12-13T05:13:18Z,caross73,https://github.com/ncsa/MayomicsVC/pull/94
MDExOlB1bGxSZXF1ZXN0MjM3ODc2NDQw,Somatic,MERGED,2018-12-12T00:42:43Z,2018-12-12T00:52:46Z,2018-12-12T00:52:46Z,2018-12-12T00:52:46Z,mrweber2,https://github.com/ncsa/MayomicsVC/pull/95
MDExOlB1bGxSZXF1ZXN0MjM4MTI4MDk4,Somatic cleaning,MERGED,2018-12-12T17:54:18Z,2018-12-12T17:54:36Z,2018-12-12T17:54:30Z,2018-12-12T17:54:30Z,lsmainzer,https://github.com/ncsa/MayomicsVC/pull/96
MDExOlB1bGxSZXF1ZXN0MjM4NTA3NzM4,Added memory string validation,MERGED,2018-12-13T19:40:22Z,2018-12-13T19:40:45Z,2018-12-13T19:40:40Z,2018-12-13T19:40:40Z,jacobrh91,https://github.com/ncsa/MayomicsVC/pull/97
MDExOlB1bGxSZXF1ZXN0MjM4ODI0ODY0,PipelineStandard Harmonization,CLOSED,2018-12-14T19:51:26Z,2019-01-18T17:05:14Z,2018-12-14T19:51:58Z,,Steven-N-Hart,https://github.com/ncsa/MayomicsVC/pull/98
MDExOlB1bGxSZXF1ZXN0MjM4ODI1Mzg3,Pipeline Standards,CLOSED,2018-12-14T19:53:42Z,2018-12-14T19:55:44Z,2018-12-14T19:55:44Z,,Steven-N-Hart,https://github.com/ncsa/MayomicsVC/pull/99
MDExOlB1bGxSZXF1ZXN0MjM4ODI2MjMx,Patch 1,MERGED,2018-12-14T19:57:24Z,2019-01-18T17:05:13Z,2019-01-14T16:51:45Z,2019-01-14T16:51:45Z,Steven-N-Hart,https://github.com/ncsa/MayomicsVC/pull/100
